Step,Training Loss,rewards / chosen,rewards / rejected,rewards / accuracies,rewards / margins,logps / rejected,logps / chosen,logits / rejected,logits / chosen
577,0,-3.654378,-19.514957,1,15.860579,-518.443665,-639.05188,0.191024,-0.556617
578,0,-3.502828,-19.845257,1,16.34243,-491.934631,-510.514282,0.329333,-0.510688
579,0,-4.425787,-18.666061,1,14.240274,-459.437683,-564.256531,0.324453,-0.298773
580,0,-3.327415,-18.228485,1,14.90107,-496.709747,-681.202148,0.203167,-0.579215
581,0.0001,-6.844344,-20.428188,1,13.583845,-506.549164,-391.24826,0.271787,-0.366102
582,0,-3.403607,-16.967884,1,13.564276,-441.627686,-615.480835,0.277238,-0.297734
583,0.0007,-6.616927,-21.154243,1,14.537319,-484.056915,-362.686157,0.350357,-0.066595
584,0.0001,-3.764831,-17.077181,1,13.312349,-483.852936,-454.399139,0.178992,-0.751746
585,0,-4.46505,-17.559174,1,13.094124,-466.027527,-388.982178,0.386693,-0.322335
586,0.0047,-4.235621,-16.941412,1,12.705791,-428.182678,-620.733826,0.37917,-0.214547
587,0,-5.246474,-22.102999,1,16.856525,-519.950378,-642.604858,0.536214,-0.352956
588,0,-3.791735,-17.928638,1,14.136906,-447.347565,-573.5578,0.340712,-0.435496
589,0.0001,-4.122313,-16.411877,1,12.289562,-479.57373,-541.399231,0.283805,-0.181111
590,0,-6.452374,-18.882683,1,12.430307,-521.626465,-598.831848,0.198324,-0.282778
591,0,-4.316441,-20.680763,1,16.364323,-506.970886,-574.461914,0.462089,-0.161658
592,0.0001,-6.076501,-19.010406,1,12.933906,-480.181946,-583.97583,0.314085,-0.344034
593,0,-6.048832,-22.239899,1,16.191065,-508.622864,-810.862183,0.485362,-0.174488
594,0,-6.263332,-21.599621,1,15.336289,-478.99765,-504.456207,0.487513,-0.131224
595,0,-6.335167,-21.809513,1,15.474347,-496.756409,-393.805389,0.443808,0.047658
596,0,-5.468472,-19.874205,1,14.405731,-494.327911,-595.781189,0.284447,-0.106907
597,0,-4.41794,-19.531187,1,15.113247,-479.716187,-663.152222,0.389924,-0.269619
598,0.0001,-5.667132,-17.924873,1,12.257742,-454.224579,-633.875977,0.408765,-0.286578
599,0,-5.901259,-20.814842,1,14.913582,-492.799408,-553.547729,0.39555,-0.440044
600,0,-4.955912,-21.729637,1,16.773726,-541.316772,-467.058746,0.310329,-0.219176
601,0,-5.389285,-21.260712,1,15.871426,-492.473053,-433.537994,0.478851,-0.470618
602,0,-3.943719,-19.231827,1,15.288108,-490.460754,-811.273682,0.761446,-0.283228
603,0,-5.432383,-22.473116,1,17.040733,-508.63739,-629.136414,0.511728,-0.383203
604,0,-4.83439,-22.611298,1,17.776907,-509.794739,-580.450562,0.337241,-0.517857
605,0,-6.126947,-21.131126,1,15.00418,-514.991516,-463.635742,0.365247,0.003794
606,0,-5.211174,-21.809511,1,16.598337,-506.447021,-485.230988,0.429301,-0.34675
607,0,-5.191783,-19.970871,1,14.779086,-506.8255,-479.111511,0.143729,-0.272143
608,0,-4.044864,-20.974571,1,16.929708,-500.850342,-1027.195801,0.474539,-0.087108
609,0,-5.585227,-26.663776,1,21.078552,-610.351807,-392.22113,0.351661,0.11847
610,0,-5.905025,-20.791647,1,14.886624,-509.859619,-738.326111,0.324692,-0.434202
611,0,-5.05828,-21.158611,1,16.100332,-517.721924,-821.117065,0.447268,-0.228089
612,0,-4.509807,-19.099154,1,14.589347,-464.238098,-406.830811,0.443697,-0.194768
613,0,-7.371396,-22.480206,1,15.108809,-518.003784,-514.555237,0.373409,-0.101817
614,0.0001,-6.48485,-19.720818,1,13.235968,-458.144104,-354.303162,0.491672,-0.123346
615,0,-6.229326,-21.447996,1,15.218671,-479.568848,-490.325653,0.552074,-0.024394
616,0.0002,-4.216664,-18.465721,1,14.249056,-477.777161,-532.018127,0.271441,-0.284413
617,0,-4.889191,-20.780945,1,15.891754,-492.780975,-409.364746,0.356077,-0.721017
618,0,-3.007256,-18.993366,1,15.98611,-456.640778,-662.473267,0.405978,-0.486789
619,0.0001,-8.633444,-22.845362,1,14.211918,-498.944824,-413.608368,0.485744,0.100882
620,0,-5.449951,-20.65799,1,15.208038,-483.273865,-478.24527,0.354058,-0.063014
621,0,-6.458726,-23.480762,1,17.022038,-565.436584,-426.729706,0.345485,-0.325172
622,0,-5.80048,-22.279232,1,16.478752,-525.1474,-430.042969,0.340539,-0.74421
623,0,-5.623492,-19.721394,1,14.097901,-481.141357,-504.917572,0.212961,-0.381219
624,0,-4.742911,-20.153637,1,15.410726,-486.563965,-437.043579,0.339053,-0.395466
625,0,-6.289917,-21.056963,1,14.767046,-482.923279,-372.586487,0.328863,-0.034582
626,0.001,-6.598129,-20.642513,1,14.044384,-488.255676,-567.343872,0.373434,-0.196166
627,0.0001,-5.221381,-18.572281,1,13.3509,-500.93515,-812.705566,0.183974,-0.211811
628,0,-5.448618,-21.384249,1,15.93563,-519.328613,-655.978455,0.298201,-0.581853
629,0,-5.844495,-21.139372,1,15.294877,-501.298523,-501.656677,0.571048,-0.131577
630,0,-6.915337,-22.39867,1,15.483331,-526.828308,-453.227661,0.247772,-0.181381
631,0,-4.517284,-22.927288,1,18.410004,-531.983521,-433.297394,0.41179,-0.600205
632,0,-4.784185,-19.384548,1,14.600365,-478.564423,-751.587158,0.267219,-0.134992
633,0.0007,-7.039816,-19.044296,1,12.004479,-461.974701,-610.252747,0.360404,-0.54841
634,0.0001,-4.043827,-18.51828,1,14.474454,-460.098206,-635.049011,0.346809,-0.586407
635,0,-4.20444,-19.592672,1,15.388232,-481.374451,-748.066406,0.416307,-0.471189
636,0.0001,-6.860232,-21.199257,1,14.339025,-509.725037,-455.003967,0.485834,-0.055648
637,0,-5.367427,-19.730637,1,14.363209,-485.318665,-471.049377,0.26828,-0.106398
638,0.0002,-4.417026,-22.595261,1,18.178234,-503.271149,-763.925171,0.46672,-0.345284
639,0.1677,-6.784887,-18.275311,0.875,11.490424,-441.160095,-486.359772,0.431859,-0.117503
640,0,-3.634536,-16.98811,1,13.353574,-472.854828,-798.932861,0.254586,-0.219075
641,0,-5.710314,-21.009687,1,15.299373,-491.052124,-407.349609,0.357941,-0.194088
642,0,-5.197917,-19.519354,1,14.321438,-472.887024,-441.384644,0.333526,-0.425777
643,0,-4.995534,-21.18153,1,16.185995,-508.113953,-633.903381,0.447929,-0.133431
644,0,-3.701953,-21.38262,1,17.680666,-496.299774,-527.160522,0.353992,-0.389
645,0,-6.94377,-19.945318,1,13.001547,-474.402588,-640.663452,0.374023,-0.194208
646,0,-5.383902,-21.29052,1,15.906619,-479.956635,-604.916748,0.429244,-0.134436
647,0,-5.139541,-21.065365,1,15.925823,-500.163208,-366.427856,0.412801,-0.229774
648,0,-6.430844,-19.131817,1,12.700971,-471.174744,-411.593292,0.49139,0.03086
649,0,-6.345485,-21.527962,1,15.182478,-528.765381,-445.547821,0.407053,-0.027077
650,0,-5.10992,-20.127354,1,15.017432,-506.089752,-709.194458,0.295917,-0.211879
651,0.0001,-4.395163,-17.249802,1,12.854639,-441.576111,-676.155579,0.471842,-0.439704
652,0,-4.475802,-18.925917,1,14.450114,-481.48645,-896.798035,0.279923,-0.294454
653,0,-4.051934,-20.87007,1,16.818138,-516.295959,-545.017822,0.341201,-0.459291
654,0.0007,-4.923048,-16.950651,1,12.027604,-483.379272,-484.715393,0.12783,-0.498342
655,0,-5.239184,-21.022812,1,15.783626,-492.032715,-414.026672,0.410532,-0.432604
656,0,-3.530209,-21.936375,1,18.406168,-522.950317,-561.071533,0.486028,0.060145
657,0.0194,-7.198396,-18.286385,1,11.087987,-476.876587,-820.848083,0.398841,-0.088704
658,0,-3.015549,-20.005932,1,16.990383,-529.634521,-856.721985,0.4917,-0.338573
659,0.0018,-4.394913,-17.687719,1,13.292805,-456.261627,-380.6315,0.422494,-0.142916
660,0,-4.217925,-25.532169,1,21.314245,-615.267761,-676.262573,0.30405,-0.364105
661,0,-5.29816,-21.552132,1,16.253973,-522.163757,-470.278625,0.298865,-0.549643
662,0,-5.1966,-19.753517,1,14.556917,-453.779968,-620.092163,0.414884,-0.421259
663,0,-4.706163,-20.83411,1,16.127947,-503.760223,-436.32309,0.447116,-0.473826
664,0.0001,-5.764212,-20.160343,1,14.396131,-482.330902,-430.235168,0.42061,-0.537771
665,0,-3.742083,-18.082081,1,14.339997,-437.516571,-426.32251,0.465644,-0.395874
666,0,-6.053981,-20.692017,1,14.638034,-479.267731,-807.878296,0.258319,-0.230974
667,0.0001,-5.283908,-21.57093,1,16.287022,-474.701233,-547.211792,0.338232,-0.539662
668,0,-4.13871,-21.487219,1,17.348509,-507.736176,-923.556519,0.432706,-0.445763
669,0,-3.356599,-17.693512,1,14.336913,-456.506226,-735.649963,0.336015,-0.410991
670,0,-5.532195,-23.157671,1,17.625477,-539.847107,-606.157837,0.320569,-0.08229
671,0,-4.419698,-19.486193,1,15.066494,-470.846832,-771.788574,0.509472,-0.10552
672,0,-4.212292,-19.646049,1,15.43376,-486.945496,-679.269043,0.288547,-0.492575
673,0,-6.17276,-20.376286,1,14.203524,-489.194611,-459.505615,0.374665,-0.087427
674,0,-5.103336,-21.024189,1,15.920853,-507.930206,-666.815735,0.250901,-0.420151
675,0.0003,-8.186357,-21.592657,1,13.4063,-514.453613,-413.834839,0.300338,-0.168924
676,0,-5.121616,-21.392139,1,16.270523,-496.087189,-552.836548,0.369205,-0.193349
677,0,-4.291125,-22.839863,1,18.548737,-539.422546,-591.380798,0.518421,-0.371085
678,0,-5.82696,-24.062004,1,18.235044,-537.828735,-434.810181,0.427652,-0.561068
679,0,-5.132709,-21.423666,1,16.290956,-508.771179,-486.431885,0.250241,-0.209325
680,0,-6.26355,-21.884068,1,15.620518,-483.127808,-605.591431,0.554634,-0.194634
681,0,-4.797901,-19.776325,1,14.978424,-509.511536,-508.402954,0.236367,-0.56389
682,0.0001,-5.497562,-20.42461,1,14.927048,-475.107788,-367.536591,0.438961,-0.040637
683,0,-5.047597,-19.506954,1,14.459356,-462.378693,-909.412781,0.53076,-0.375859
684,0,-7.999929,-21.14381,1,13.143882,-492.755737,-525.812988,0.421762,-0.396258
685,0.0004,-6.676717,-20.844391,1,14.167675,-500.990173,-436.852722,0.349869,-0.000694
686,0,-6.777558,-23.591131,1,16.813572,-514.587769,-445.31958,0.491955,0.186923
687,0,-7.683603,-22.139942,1,14.45634,-490.750671,-547.157837,0.676358,0.236559
688,0,-8.702665,-22.721607,1,14.018941,-506.944641,-485.399963,0.428747,0.279127
689,0.0001,-5.874996,-19.860727,1,13.985733,-488.169342,-559.377197,0.419052,-0.09279
690,0,-6.521873,-19.746342,1,13.22447,-484.842285,-516.877869,0.296526,-0.193795
691,0,-5.422535,-21.768223,1,16.345686,-485.362244,-572.420044,0.526781,-0.15473
692,0,-5.904979,-21.27063,1,15.365651,-493.565857,-590.522827,0.427591,-0.606328
693,0,-4.952895,-20.069115,1,15.116221,-502.955597,-562.670715,0.407572,-0.195998
694,0,-5.560758,-20.631685,1,15.070927,-510.68399,-774.390808,0.397666,-0.30342
695,0,-5.026416,-20.51465,1,15.488235,-498.270355,-736.735962,0.362337,-0.084345
696,0,-5.360842,-21.545576,1,16.184732,-501.496155,-647.477234,0.486203,-0.584124
697,0.0029,-6.923033,-20.923765,1,14.000733,-507.539185,-643.572693,0.397431,-0.062967
698,0,-6.108604,-22.657793,1,16.549191,-519.279785,-393.993683,0.534348,-0.24105
699,0,-6.75613,-22.454407,1,15.698277,-510.230347,-559.326538,0.495596,-0.220035
700,0.0001,-4.804435,-20.12875,1,15.324316,-474.686218,-594.357666,0.443972,-0.02786
701,0.0001,-6.235143,-20.21209,1,13.976947,-471.57312,-495.322021,0.51474,-0.06715
702,0.0003,-6.420329,-20.003143,1,13.582814,-519.8974,-519.493591,0.255018,-0.401499
703,0.0007,-6.614047,-21.170116,1,14.556072,-478.800446,-579.21759,0.464844,-0.495751
704,0.0316,-6.923102,-22.878359,1,15.955256,-519.417542,-433.624115,0.369547,-0.09494
705,0,-4.481915,-22.125116,1,17.643202,-507.283875,-544.605103,0.519005,-0.390218
706,0.0001,-6.629582,-20.528091,1,13.89851,-522.749573,-537.909851,0.466106,-0.196856
707,0.0004,-7.109007,-20.347729,1,13.238722,-463.996948,-400.843628,0.471797,-0.202804
708,0.0004,-4.631774,-24.838371,1,20.206598,-567.880371,-444.229309,0.533289,-0.434088
709,0.0001,-6.642676,-21.544821,1,14.902144,-495.382996,-662.903198,0.531619,-0.287931
710,0,-6.356516,-20.884447,1,14.527931,-533.123352,-612.896973,0.338034,-0.077773
711,0.0006,-6.195735,-20.816549,1,14.620814,-525.025879,-533.714478,0.484124,-0.148289
712,0,-6.247552,-20.90028,1,14.652729,-496.197571,-562.638611,0.340556,-0.102923
713,0.0001,-5.598148,-21.452555,1,15.854407,-510.884735,-432.679199,0.525198,-0.370669
714,0,-6.914955,-24.531548,1,17.616589,-531.771057,-458.142242,0.411554,0.057759
715,0,-3.084403,-21.182932,1,18.098528,-537.173462,-608.065491,0.414977,-0.535594
716,0,-4.924104,-20.594109,1,15.670006,-459.362488,-569.893433,0.633989,-0.341401
717,0.0008,-6.780381,-16.861244,1,10.080863,-426.26062,-458.451904,0.549804,-0.0474
718,0,-4.355611,-20.686474,1,16.330864,-523.64624,-362.273621,0.259931,-0.298114
719,0,-7.451353,-22.25816,1,14.806808,-488.013611,-464.285919,0.496622,0.004207
720,0,-5.065973,-20.839064,1,15.773091,-463.490356,-567.048218,0.571766,-0.346207
721,0.0001,-5.465683,-17.663349,1,12.197666,-475.272614,-564.53833,0.51292,-0.502475
722,0,-6.146638,-21.153048,1,15.006409,-539.094971,-464.009705,0.36856,-0.373873
723,0,-6.617407,-21.807835,1,15.190427,-490.497498,-414.863617,0.622634,-0.079616
724,0.0014,-5.691454,-19.539242,1,13.847789,-450.377319,-623.242188,0.502527,-0.149103
725,0.0024,-7.276703,-20.526445,1,13.249742,-491.134125,-566.576294,0.413761,-0.127921
726,0,-2.13434,-22.231407,1,20.097069,-528.404602,-634.802246,0.527679,-0.480636
727,0,-5.409298,-22.650635,1,17.241337,-521.965332,-704.224365,0.418224,-0.057705
728,0,-4.469777,-22.638538,1,18.16876,-523.330688,-570.871948,0.403369,-0.572916
729,0,-2.942528,-19.276855,1,16.33433,-496.071838,-865.12793,0.380833,-0.296678
730,0,-5.452135,-21.796473,1,16.344337,-508.888855,-354.12796,0.312909,-0.180523
731,0,-5.046298,-20.959435,1,15.913136,-513.016113,-565.890564,0.511603,-0.493557
732,0.0004,-4.525335,-18.981209,1,14.455872,-470.135803,-747.533936,0.369067,-0.346007
733,0.0001,-6.375324,-18.920341,1,12.545016,-472.141785,-406.737305,0.416618,-0.292895
734,0,-4.877617,-20.599915,1,15.722298,-484.395905,-614.463745,0.465637,-0.23399
735,0,-6.035564,-22.284014,1,16.248447,-537.298218,-692.242432,0.409963,-0.152721
736,0,-5.946754,-23.159374,1,17.21262,-551.441711,-550.353333,0.383794,-0.444765
737,0,-6.038371,-22.702644,1,16.664274,-489.386536,-334.767273,0.577891,0.103
738,0.0012,-6.177338,-21.792654,1,15.615315,-526.079468,-654.471802,0.413265,-0.253429
739,0,-5.034175,-19.503538,1,14.469362,-500.790924,-689.938354,0.21574,-0.500624
740,0,-6.487429,-20.406561,1,13.919131,-474.932709,-510.26532,0.429488,0.051001
741,0,-6.904329,-22.134865,1,15.230536,-508.386932,-798.875793,0.44566,-0.254416
742,0,-5.424373,-21.300491,1,15.876118,-528.012146,-438.651978,0.393832,-0.340468
743,0,-4.817884,-19.743593,1,14.92571,-475.591492,-616.385925,0.512041,-0.518829
744,0,-6.346901,-23.661568,1,17.314667,-516.082153,-400.469482,0.485274,-0.051113
745,0,-5.748182,-21.761597,1,16.013414,-478.10083,-548.02655,0.650822,-0.018779
746,0,-4.193002,-22.146431,1,17.95343,-512.800598,-504.40036,0.650812,-0.358508
747,0.0001,-5.190519,-20.225422,1,15.034902,-476.815948,-644.407837,0.683807,-0.028593
748,0,-5.225364,-20.67252,1,15.447156,-468.053558,-819.527527,0.52377,-0.17778
749,0,-5.363122,-22.118658,1,16.755537,-501.682343,-662.268005,0.467066,-0.037757
750,0,-4.136341,-18.266884,1,14.130542,-456.472412,-583.081604,0.419979,-0.341399
751,0,-6.435618,-20.716274,1,14.280655,-514.587769,-867.501282,0.469569,-0.273367
752,0,-4.929314,-20.140472,1,15.211159,-491.957947,-705.456238,0.27236,-0.418782
753,0.0009,-7.015128,-20.671337,1,13.656208,-475.360077,-618.249329,0.718699,0.139532
754,0,-5.236845,-18.922924,1,13.686077,-464.996277,-471.764343,0.338451,-0.231753
755,0.0001,-7.011191,-21.827972,1,14.816781,-519.446167,-566.564209,0.335447,-0.38929
756,0,-4.779284,-19.527969,1,14.748686,-499.89743,-454.665405,0.448635,-0.296274
757,0.0001,-6.087791,-19.994295,1,13.906504,-484.904297,-487.808533,0.475547,-0.417319
758,0,-5.2808,-21.109993,1,15.829193,-480.705414,-530.40741,0.64493,-0.340621
759,0,-3.389877,-22.040062,1,18.650185,-513.804993,-460.028381,0.559342,-0.619618
760,0,-5.60491,-19.575171,1,13.970261,-466.680725,-435.40509,0.531883,-0.548911
761,0,-6.413782,-21.869442,1,15.455661,-490.462708,-438.777344,0.708396,0.059526
762,0,-4.137906,-22.322628,1,18.184721,-494.276123,-436.200684,0.576778,-0.369306
763,0.0013,-6.965542,-19.838902,1,12.87336,-500.259094,-556.153809,0.392169,-0.356064
764,0,-5.324429,-21.591003,1,16.266575,-490.156525,-602.324829,0.500257,-0.157465
765,0,-5.101315,-18.145092,1,13.043776,-461.99292,-412.057983,0.500602,-0.13583
766,0.0232,-4.473153,-17.722115,1,13.24896,-502.87439,-402.579651,0.326407,-0.416091
767,0,-5.029992,-20.485996,1,15.456004,-495.528809,-469.724854,0.50683,-0.329
768,0.0004,-5.285727,-21.891314,1,16.605587,-513.92804,-389.580505,0.471194,-0.027321
769,0,-5.356892,-21.600555,1,16.243662,-503.252808,-617.247375,0.591466,-0.33374
770,0,-6.331046,-22.535473,1,16.20443,-495.944305,-440.804932,0.531172,-0.2615
771,0,-5.265673,-21.123352,1,15.857679,-496.616852,-536.417419,0.527015,-0.57423
772,0,-4.856845,-21.350294,1,16.493446,-492.74823,-528.234802,0.549518,-0.297452
773,0,-6.157364,-19.627495,1,13.470129,-481.471252,-557.439453,0.508066,-0.071476
774,0,-5.926796,-20.612856,1,14.68606,-507.72937,-392.467987,0.386365,-0.088234
775,0,-6.111814,-23.31712,1,17.205307,-539.066406,-529.125732,0.477337,-0.449682
776,0,-6.175574,-19.961205,1,13.785629,-491.765228,-464.838928,0.358304,-0.521817
777,0,-5.091717,-20.435495,1,15.343778,-516.740051,-678.039307,0.354138,-0.230624
778,0,-5.735982,-21.19437,1,15.458387,-478.741974,-735.04834,0.337351,-0.291747
779,0,-5.75656,-21.162148,1,15.405585,-482.946045,-661.823242,0.580069,-0.134693
780,0.0085,-6.426137,-20.499071,1,14.072933,-477.04361,-629.394897,0.53325,0.106628
781,0,-6.528234,-21.516037,1,14.987803,-557.372437,-421.379578,0.266212,-0.411762
782,0,-6.078742,-20.735325,1,14.656583,-507.196899,-498.424683,0.460909,-0.420694
783,0,-6.113581,-22.545998,1,16.432419,-498.984772,-541.100098,0.557152,-0.183201
784,0,-4.54418,-22.50625,1,17.96207,-503.561401,-881.776672,0.53881,0.044057
785,0,-6.699694,-21.834549,1,15.134855,-511.075348,-673.241211,0.387463,-0.130933
786,0,-4.809688,-20.29479,1,15.485102,-474.857452,-427.332581,0.394979,-0.525538
787,0,-5.31019,-19.534948,1,14.224759,-466.653503,-458.048615,0.283353,-0.355368
788,0,-5.963821,-23.50087,1,17.537048,-519.628906,-547.992981,0.50769,-0.029979
789,0,-6.45857,-22.03307,1,15.574498,-498.056366,-781.932007,0.558688,-0.232286
790,0,-6.312714,-22.585827,1,16.273111,-513.773926,-423.998962,0.463166,-0.205335
791,0,-4.494092,-21.524391,1,17.0303,-503.201599,-734.355042,0.381574,-0.106237
792,0,-4.267857,-18.58876,1,14.320902,-440.971466,-447.579712,0.536367,-0.551176
793,0,-6.350833,-22.759228,1,16.408396,-537.474915,-418.949463,0.462648,0.056827
794,0,-4.857301,-22.346859,1,17.489557,-549.891541,-473.520813,0.419491,-0.584401
795,0,-3.815731,-21.698292,1,17.882561,-527.456482,-655.052124,0.418866,-0.148418
796,0,-6.325227,-22.94586,1,16.620632,-501.167877,-941.800781,0.51484,-0.109355
797,0,-6.919172,-21.680485,1,14.761312,-483.825256,-535.396667,0.669818,0.014302
798,0,-5.999041,-22.099449,1,16.10041,-503.267761,-626.086487,0.553401,-0.337864
799,0.0001,-4.620052,-18.625538,1,14.005486,-456.412079,-649.484863,0.677432,-0.083178
800,0,-5.686566,-21.219379,1,15.532813,-501.721069,-457.595337,0.465635,-0.293787
801,0,-4.880585,-23.088917,1,18.208332,-522.838318,-430.791626,0.653117,-0.336881
802,0,-5.112103,-21.056559,1,15.944455,-509.176331,-546.772827,0.493562,-0.495905
803,0.0004,-7.489449,-22.424507,1,14.935058,-497.801788,-360.643066,0.491666,0.39602
804,0.0001,-6.155754,-21.822193,1,15.666439,-534.244751,-609.153564,0.316983,-0.160335
805,0,-7.461146,-21.801369,1,14.340222,-487.668335,-391.027405,0.646107,0.180949
806,0,-5.14353,-19.643541,1,14.500011,-478.348541,-725.434326,0.537845,-0.141122
807,0,-6.336437,-21.864937,1,15.528497,-502.607361,-435.140015,0.548419,-0.566003
808,0,-4.300988,-20.811119,1,16.510132,-560.086243,-853.665039,0.224689,-0.606878
809,0,-7.261483,-20.786711,1,13.525228,-497.31488,-406.521667,0.606731,0.056061
810,0.0003,-4.8484,-18.235195,1,13.386795,-470.156647,-635.772034,0.401728,-0.513817
811,0,-7.053717,-21.508627,1,14.454909,-511.493042,-519.817688,0.511722,-0.266653
812,0,-5.449455,-20.800545,1,15.351091,-510.849152,-544.450867,0.247371,-0.313215
813,0,-7.290743,-21.921915,1,14.631172,-514.645752,-392.473969,0.563532,0.281778
814,0,-4.95559,-21.656603,1,16.701012,-519.563965,-595.610962,0.495946,-0.314264
815,0,-5.564746,-23.396961,1,17.832214,-536.324219,-620.645081,0.453914,-0.128303
816,0,-5.226909,-19.990391,1,14.763479,-475.100586,-824.760925,0.488954,-0.161965
817,0,-6.856526,-23.724028,1,16.8675,-543.517517,-530.196411,0.46012,-0.171237
818,0,-6.519286,-20.20993,1,13.690644,-486.074554,-395.983032,0.583563,-0.108558
819,0,-7.398192,-22.577362,1,15.179169,-519.588867,-622.231567,0.521053,-0.039401
820,0,-7.220901,-23.013058,1,15.792154,-511.7453,-617.861145,0.531622,-0.210856
821,0.0001,-7.109737,-20.922041,1,13.812304,-515.864685,-596.506592,0.417677,-0.274453
822,0.0084,-6.256545,-21.654715,1,15.398169,-501.196289,-427.079834,0.482902,-0.36089
823,0,-6.47455,-22.692619,1,16.218069,-534.169556,-453.709778,0.465639,0.029539
824,0,-3.180281,-20.064415,1,16.884134,-500.211304,-829.775085,0.376828,-0.513238
825,0,-6.437112,-21.137444,1,14.700333,-509.384216,-757.863098,0.251247,-0.236402
826,0.0087,-5.460778,-20.320534,1,14.859753,-461.451385,-476.021057,0.665907,0.176038
827,0.0004,-6.414545,-19.865911,1,13.451368,-507.409607,-603.797546,0.347393,-0.18368
828,0,-8.057404,-25.370468,1,17.313065,-559.692749,-339.792542,0.597637,0.140296
829,0,-7.76516,-22.715149,1,14.949989,-534.111145,-447.802887,0.641875,0.046895
830,0,-5.379084,-22.23698,1,16.857897,-526.228027,-553.296021,0.354464,-0.520218
831,0,-6.237372,-23.498344,1,17.260971,-508.66745,-500.90918,0.620119,-0.453217
832,0,-7.46713,-20.985706,1,13.518578,-487.139618,-452.892242,0.531992,-0.087631
833,0,-6.777149,-22.192589,1,15.415442,-500.012726,-524.682007,0.528438,-0.353516
834,0,-6.286824,-22.612436,1,16.325611,-528.372498,-674.196899,0.281312,-0.224845
835,0,-4.945632,-21.409678,1,16.464046,-497.699677,-443.484619,0.46378,-0.45819
836,0,-5.486563,-21.687145,1,16.200583,-540.836914,-507.910156,0.347336,-0.5507
837,0,-6.469752,-24.785488,1,18.315737,-551.119629,-586.461548,0.411665,-0.358601
838,0,-6.525563,-22.417423,1,15.891859,-493.283691,-485.675049,0.668061,0.073234
839,0.0565,-7.414324,-21.307617,1,13.893295,-488.503723,-582.106812,0.568212,-0.154369
840,0.0001,-6.81688,-23.705383,1,16.888504,-517.693359,-575.088196,0.52626,-0.07269
841,0,-5.707342,-24.435741,1,18.728401,-521.547363,-645.980652,0.594848,-0.350759
842,0,-5.825166,-20.433565,1,14.6084,-503.628967,-537.766235,0.434408,-0.125057
843,0,-8.291033,-22.524277,1,14.233244,-511.455505,-421.601379,0.613512,0.177403
844,0,-5.296955,-22.088335,1,16.791382,-490.480713,-699.63208,0.626389,-0.112182
845,0,-4.053446,-21.29434,1,17.240894,-521.566345,-644.655518,0.526143,-0.366665
846,0.0001,-4.774581,-21.469238,1,16.69466,-578.06311,-476.122986,0.483502,-0.410501
847,0,-4.449314,-20.285259,1,15.835944,-508.400909,-476.879974,0.545985,-0.351259
848,0.0004,-7.32753,-20.706432,1,13.378902,-471.031067,-514.292236,0.617574,-0.141963
849,0,-5.971719,-20.88658,1,14.914861,-479.847717,-737.160156,0.602131,0.112765
850,0,-4.954901,-20.4081,1,15.4532,-486.792908,-572.019226,0.651718,-0.251497
851,0,-5.873037,-24.12545,1,18.252411,-523.341064,-343.12674,0.58159,0.011772
852,0,-4.563959,-20.173023,1,15.609064,-492.70166,-687.148499,0.534922,-0.303035
853,0,-4.247587,-19.690765,1,15.443176,-509.878723,-562.345703,0.525383,-0.209379
854,0.0001,-5.295219,-22.735245,1,17.440027,-538.668823,-421.097229,0.320441,-0.322385
855,0,-6.397005,-20.457214,1,14.060207,-483.02829,-608.000488,0.540694,-0.023832
856,0.0001,-8.356293,-24.295502,1,15.939207,-559.102478,-386.089752,0.432856,-0.139107
857,0,-4.45211,-19.670456,1,15.218345,-483.229492,-802.729126,0.401739,-0.511731
858,0,-3.679567,-23.334589,1,19.655022,-503.210236,-746.915955,0.58087,-0.440018
859,0,-5.868045,-21.552731,1,15.684684,-508.056519,-447.569672,0.557633,0.174665
860,0.0001,-6.71431,-22.041368,1,15.327059,-529.949707,-565.887451,0.459227,-0.18304
861,0,-5.240977,-25.607075,1,20.366098,-559.785889,-423.908417,0.47311,-0.103348
862,0,-4.496174,-20.905691,1,16.409517,-494.143585,-775.28772,0.370019,-0.110117
863,0,-3.325435,-20.036699,1,16.711264,-520.44104,-494.110016,0.462259,-0.405988
864,0.0001,-5.59467,-21.393856,1,15.799184,-483.888367,-658.466919,0.577538,-0.211392
865,0,-6.259465,-23.560635,1,17.301168,-527.986145,-599.827637,0.615556,-0.234961
866,0.0002,-5.188738,-20.038118,1,14.849381,-451.985474,-695.525696,0.559401,-0.360141
867,0.0001,-5.080686,-20.217575,1,15.136888,-521.232422,-413.487213,0.191634,-0.33008
868,0,-5.72752,-22.312473,1,16.584951,-498.679474,-469.445557,0.412027,-0.222027
869,0.0973,-6.548987,-19.36095,0.875,12.811964,-467.279663,-537.85553,0.518939,-0.08988
870,0,-3.02563,-20.584827,1,17.559195,-470.821716,-693.945007,0.408089,-0.477488
871,0,-5.878843,-22.498631,1,16.619787,-528.174988,-702.267944,0.583585,-0.137548
872,0,-4.342966,-23.227957,1,18.884993,-556.154541,-656.463318,0.483907,-0.540911
873,0,-5.146945,-21.617958,1,16.471012,-507.702698,-733.484131,0.621762,-0.506843
874,0.0002,-5.140027,-20.752619,1,15.612593,-503.277954,-713.457458,0.451664,-0.211894
