instruction,reference,generated,bleu
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello... Hyperkalemia -- high potassium in your blood -- may occur if your kidneys do not work properly Kidney disease is the most common cause of hyperkalemia.  Excess potassium in the diet can also contribute to increased levels in your blood, especially if there is an issue with kidney function. Salt substitutes typically contain high amounts of potassium. Foods such as melons, orange juice, and bananas are rich in potassium too. Over and above Chat Doctor. . For better evolution kindly get done renal function tests and cardiac check up with regular monitoring on potassium level","
Hi, Welcome to Chat Doctor .com I am Chat Doctor. Mariano Into Bruno Mascaras. I have gone through your query with diligence and would like you to know that I am here to help you. If you observe that there is no pain in the abdomen then it is not an emergency situation but still I would recommend you to go for an ultrasound scan of the abdomen and get the results interpreted by a radiologist so that we can understand if there is any abnormality. Please do not ignore this as it could be a sign of a severe infection or even cancer. I hope this answer helps you.  Please let me know",3.0398333418477392
"If you are a doctor, please answer the medical questions based on the patient's description.","Though top I is very specific for cardiac disease yet if coronary angiogram is normal, it was not a heart attack some other condition associated with increase in levels of troponin are-primary pulmonary hypertension, pulmonary embolism, and acute exacerbations of chronic obstructive pulmonary disease (COPD), right ventricular strain with increased wall tension and ischemia. These condition can cause chest pain and increased troops.don't worry if Anglo is normal it's not cardiac","
Hi, Thanks for asking. Based on your clinical history and query, my opinion is as follows:1. Since it is not getting better, you need to visit a dermatologist.2. It may be due to an allergic reaction or fungal infection.3. You can take antihistamines like cetirizine or fexofenadine for symptomatic relief.4. Apply topical antifungal cream like clotrimazole over twice daily. Hope it helps. Any further queries, happy to help again. Regards Chat Doctor.  V. Subrahmanyam MD;Discedent Medicine.  Director (Consult",0.6788593342417873
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi welcome to Chat Doctor..... Your mother having asthma, pulmonary fibrosis and emphysema like conditions ... So having both obstructive and restrictive lung disease. ... So survival chances very less .... Bronchodilator and steroid like treatment needed for these ..... Oxygen therapy also needed. .... Pulmonary rehabilitation will be useful ... Lung transplantation if feasible is ultimate treatment for COPD but here its utility seems less .... Keep exposure to smoking, dust, pollen etc. very less .... Consult pulmonologist for this. Take care ... Regular clinical follow up needed .","
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and I can understand what you are going through. This is a typical case of chronic bronchitis. It is very important to quit smoking if he has not done so already. He needs to be treated with antibiotics like azithromycin or levofloxacin along with antihistamines and anti-inflammatory medicines. Hope I am able to answer your concerns. If you have any further query, I would be glad to help you. In future if you wish to contact me directly, you can use the below-mentioned link:bit",1.053013722974936
"If you are a doctor, please answer the medical questions based on the patient's description.","Dear Sir, Shaking that your noticed probably is due to high fever also called as chills & rigors. However, a child can have febrile seizures, try to keep her temperature down to normal limit. You may give here paracetamol for high fever under your doctors' guidance. Also, you can do cold sponging. In case you notice apart from shaking, teeth hindering, tongue bite, frothing, unrolling of eyes, rush her to ER, that is a seizure. Consult your doctor for appropriate treatment for the cause of fever. Wish her good health","
Hi thanks for using Chat Doctor I have gone through your query and understand your concern. As per your history of back pain with swelling over left side of neck I would like to tell you that it could be due to disc degenerative disease or may be due to cervical spondylitis. For this I would suggest you to get X-ray done to rule out any bone changes if there is no bone changes then you should go for MRI which will give us clear idea about disc herniation or other pathology. If you need further assistance in this regard do not hesitate to contact me. Thanks Chat Doctor. D. N. Agrawal M",1.1331093445781126
重度痔病的并发症是什么？,肛门剧烈疼痛；肛门坠胀感；里急后重感；尿潴留,"
肛门狭窄；感染；大便失禁；出血；尿潴留；肠粘连；脱垂；便秘；疼痛；肛门瘙痒；直肠脱垂；肛裂；脓肿形成；肛瘘；排便困难；肛周皮肤湿疹；肛门坠胀感；肛门畸形；尿道损伤；尿潴留、肛门狭窄；肛管损伤；肛门狭窄、肛门坠胀感；尿潴留、肛门狭窄、肛门坠胀感；肛门狭窄和脱垂；肛门狭窄和肛门坠胀感；肛门狭窄",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello Rohan;welcome to Chat Doctor Psoriasis is an autoimmune disease and there is limited treatment available which you can get prescribed by a Dermatologist and your condition should improve. As for the big swelling from which yellow color discharge is probably pus coming out, and it may be some infected abscess or a boil for which you should take some antibiotic. Please consult a doctor near your residence or visit a hospital and the doctor will prescribe antibiotic after examination.Don't worry it could be an infection and not a cancer. Take care. Thanks","
Hi, Thanks for writing in. The symptoms of dizziness and headache could be due to several causes including migraine or tension headaches. Since your blood pressure is normal there is no need to worry about any serious condition like stroke or brain tumor. However, if the symptoms persist then it would be good to consult a neurologist and get evaluated. Please get an MRI brain done to rule out any other cause. If the symptoms continue to occur then it might be useful to know if you have had any recent injury to head or neck region. There are many reasons for headache and dizziness and only a thorough clinical examination will help find out the",1.7154997276425865
急性消化系统症状的推荐药有些什么？,碱式水杨酸铋；复方二甲基硅油咀嚼片；铝碳酸镁片,"
多潘立酮；胃复安；甲氧氯普胺；胃动力药物；甲氧氯普胺片；西沙必利；胃肠道促动力药；胃复康；莫沙比利；奥美拉唑；胃动力药；吗丁啉；多潘立酮片；马来酸曲美布汀胶囊；甲氧氯普胺片剂；甲氧氯普胺片治疗；甲氧氯普胺片剂；西沙比利；甲氧氯普胺联合莫沙比利；胃复安片；甲氧氯普胺联合莫沙比利；甲氧氯",0.0
大便1天多次怎么回事，早上起床，大便3次，间隔时间10分钟，有时稀有时硬。白天没有，晚上也正常。 , 您好，可能是慢性肠炎的症状。可以服用黄连素，元胡止痛片，胃肠灵治疗，或者肌肉注射阿托品，必要时输液输血或吸氧。宜少量多餐，补充多种维生素。勿食生、冷、油腻及多纤维素的食物。适当进行体育锻炼以增强体质。，除此之外，患者在治疗消化内科疾病期间，除了要及时治疗外，患者的饮食状况和心理状态也是尤为重要，患者一定要避免精神上过度的紧张和忧虑，以免对消化内科疾病的恢复造成了不必要的影响。,"
你好，根据你的描述，一般考虑大便次数增多,但每次量不多,且无腹痛及其它症状,则多为功能性腹泻.建议你到医院做肠镜检查,以排除肠道器质性疾病.饮食宜清淡,避免辛辣刺激性食物,少食油腻厚味.祝您健康!，除此之外，患者在治疗消化内科疾病期间，除了要马上治疗外，患者的饮食状况和心理状态也是至关重要，患者一定要保持心情愉快，合理饮食，以免对消化内科疾病的恢复造成了不必要的影响。谢谢。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi. Thanks for your query. Noted your history of more frequent urination with some yellow/green discharge in it. Intense pain in lower left abdomen, getting better with pressure. Now the pain is all over abdomen. I would advise you the following in such a situation. First send urine for tests of routine, microscopy, culture and sensitivity before antibiotic is started to get a proper reports which help in further treatment. Further, tests of blood, stool ultrasonography of the abdomen and so on. Clinical evaluation and examination by a General Surgeon to have a proper diagnosis and further proper treatment. I hope this answer helps you to get an early and proper diagnosis and treatment.","
Hello, Thanks for your query. After going through your query I came to know that you are suffering from chronic bronchitis. You need to take antibiotics like co-trimoxazole or amoxicillin along with a mucolytic agent like ambroxol. In addition, you should practice steam inhalation 4-5 times a day and chest physiotherapy. Avoid smoking as it will worsen the condition. You can consult pulmonologist for prescription of medications. I do hope that you have found something helpful, and I will be glad to answer any further query. Take care.  Chat Doctor.  V. Sub",4.401353958573716
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi Vila, Thanks for trusting Chat Doctor with your query. Your problem seems to be a very rare kind of addiction.  Based on the information provided, it seems you are motivated to give up this addiction as you appear to understand the fact that it is hurting your body physically. It seems that you are struggling psychologically as well. I guess first and foremost, you should get yourself checked physically as raw rice can cause some physical issues and some problems of menstruation could be due to other unrelated/related issues. An opinion from physician or gynecologist might be helpful. Next comes the issue of addiction. I suppose one method could be to use Exposure and response prevention strategy. The basic principle would be to expose you to raw rice which will possibly induce the desire to eat it and then have someone stop you from eating it. During this process, you might experience significant restlessness and anxiety. If you are motivated enough and know relaxation techniques, try to be in this situation for approximately 90 minutes or when you feel your anxiety is wearing off without any additional help. You will realize that gradually the intensity of your craving is reducing and after sometimes start doing it yourself. You can take the help of a clinical psychologist in this process. The role of medication would be very limited. However, I believe consulting a psychiatrist to explore other psychological issues (if any) can be of further benefit. Hope this will be of some help. Best wishes, ","
Hi, Thanks for your query. After going through your query I came to know that you are suffering from anxiety disorder. Anxiety is caused due to imbalance of chemicals in brain (neurotransmitters). Its symptoms include restlessness, feeling of uncontrollable panic, palpitations, sweating and difficulty in breathing. It can be treated very effectively with anti-anxiety Chat Doctor. You need not worry about it as it responds very well to treatment. There are certain things which will help you to overcome this problem. They are 1) Avoid coffee, alcohol, smoking and other stimulants. 2) Exercise regularly. 3) Have",1.245838740763803
孕且查出丙肝孩子可以要吗，什么症状都没就是13号抽的血他们15号才做的今天才换到单子，上面HCV是阳性，我不知晓这样孩子可以要吗？,小孩传染丙肝的几率大概是4%，一般需要有打免疫球蛋白。一般来说没事儿的，不过一旦传染就是100%。丙肝没有办法实施母婴截断，但是母婴散播的几率很小，所以你不要担心，孩子出升后不要实施母乳喂养。此外，丙肝患者在治疗期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
建议你及时到正规医院仔细检查治疗，不要盲目用药，以免耽搁病情。丙型肝炎是由丙型肝炎病毒引起的肝脏炎症，其特点是病程长、发展慢、易伤损肝脏。目前没特效药物治疗，但通过积极的保肝降酶和抗病毒治疗，绝大多数患者可以控制病情稳定，甚至自愈。对于已经扩张为肝硬化的患者，只要早期发觉，及时治疗，也可以获得很好的疗效。所以一旦诊断为丙型肝炎，应当及时救治，防止传染给家人或胎儿。祝您早日康复！以上是对“我怀",0.0
腹部多器官联合移植的手术治疗有些什么？,腹部多器官联合移植,"
自体肝移植；原位心脏移植术；原位心肝肾移植；自体肝移植手术；肝肾联合移植术；自体肝移植手术治疗；自体肝移植手术疗法；原位心肝肾移植术；自体肝移植手术疗法；自体肝移植术；自体肝移植；自体肝移植手术法；自体肝移植手术方法；自体肝移植手术治疗法；自体肝移植手术法；自体肝移植手术方法治疗；自体肝移植手术治疗方式；自体肝移植手术治疗法治疗；自体肝移植",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thanks for writing to us. Unexplained bruising once in while is understandable but if occurs frequently should be investigated thoroughly since it can indicate an underlying medical condition or ailment. Many times taking medications like aspirin, ibuprofen, non-steroidal anti-inflammatory Chat Doctor.  Topical and systemic corticosteroids cause skin thinning, making one prone to bruises. So let me know have you take any ","
Hi! Welcome to Chat Doctor ! I read your query and understand your concerns. I am Chat Doctor! This is very common problem in elderly people as their blood vessels become hard with age. The cause of this could be high blood pressure, diabetes or smoking. You need to consult an internal medicine doctor for further evaluation. He will order some tests like complete blood count, blood sugar, urinalysis, lipid profile and ECG to rule out other causes. He will also check your blood pressure at home and keep it under control if necessary. Hope this helps. Please feel free to ask me any more queries if needed! Regards! ",1.085411718379382
小儿雅司病的并发症,合并骨膜炎，多指性关节炎，皮损后可留下色素脱失性萎缩性瘢痕或皮肤挛缩、皲裂，晚期病例可发生长骨骨膜或骨质树胶肿性损害，引起骨质疏松，甚至形成腔隙，偶致腭穿孔或鼻骨、咽部损害，也可引起关节周围纤维瘤样结节和关节积液。可引起毁形性鼻咽炎、鼻骨炎、多发性指(趾)骨炎、手指关节炎、胫骨骨膜炎(佩刀胫)鶒。,"
你好，根据你的描述，一般术后一周左右就可以拔胃管了。术后一个月",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Welcome to Chat Doctor .1. I would think in terms of lymph nodal enlargement after BCG, or any recent infection, fever or systemic causes.2. To clear the doubt regarding cyst or lymph node - get an ultrasound axillary region - it will give exact nature of lesion, its source and extensions.3. But personally I feel like lymph nodal enlargement - you need to monitor and a followup visit with the treating doctor.4. Follow the advice given by your doctor, he is right. Good luck. Hope it helps you. Wish you a good health. Anything to ask ? Do not hesitate. Thank you.","
Hello, Welcome to Chat Doctor .com I am Chat Doctor. Mariano Into Bruno Mascaras. I have gone through your query with diligence and would like you to know that I am here to help you.  The symptoms of pain in the back of the head is more likely to be related to stress and anxiety. But if it persists then you need to get an MRI of the brain done to rule out any other organic cause for the same. If there is no organic cause then you may need a consultation with a psychologist/psychiatrist. Hope this answers your question. If you have additional questions or follow-up questions then please",6.4931662063832425
右输尿馆结石伴右肾积水，右输尿馆结石伴右肾积水坐了手术治疗，两个月后拔出双j馆后两天查出右肾积水，右输尿馆上段扩张。2013，5，14日坐秘尿造影查出右肾积水，输尿馆无结石,治疗肾结石的方式方法有很多，如药物排石、溶石治疗。一般小于6mm的结石，理论上可以通过输尿管随尿液排出体外.选择大量饮水（2000ml以上）并保证尿液每日2000ml以上、适当运动、口服药物排石或溶石、体位排石治疗。,"
你好：根据你的描述来看,建议你到医院复查一下泌尿系彩超看看,如果没有什么大的问题的话就不用太担心的.平时注意多喝水,多排尿,避免吃辛辣刺激性食物,戒烟酒.保持良好的心情和规律的生活习惯.祝你早日康复! 以上是对“右输尿管结石伴右肾积水坐了手术治疗”这个问题的建议，希望对您有帮助，祝您健康！  沈阳京西医院泌尿外科专家提醒患者朋友，得了男性疾病一定要及时治疗，以免病情加重，导致更大的危害。另外",1.9146030690102511
"If you are a doctor, please answer the medical questions based on the patient's description.",Welcome to Chat Doctor .stabbing chest pain and numbness tingling in fingers point towards cervical spondylosis .please get cervical spine X-ray ...take neurotics as methylcobalamin .a good option is tab neurons plus .as it is prescription Chat Doctor. .maintain proper posture of neck .no more flexion please ...as you get problem when in stress so please as a precaution get BP checked and ECG done ...regards ,"
Hello, I have gone through your query and understand your concern. If the symptoms of dizziness, nausea and vomiting continue, it is possible that there might be an intracranial problem like a tumor or a vascular lesion. In this case, you need to consult a neurosurgeon for evaluation. If the symptoms are due to an ear infection, then antibiotics will help. Hope this helps you. Take care.  Chat Doctor.  V. Subrahmanyam MD - General Medicine.  Senior Consultant. Fortis Hospitals.  Bangalore, India.  Website : www.ChatDoctor .com/doctors/fortis-b",2.303347547263573
孩童中耳炎流黄水怎样医治，女宝宝3岁，刚上幼儿园，这一周，孩子说自己耳朵又痒又疼，察觉到，偶尔还会有黄色的液体流出，另外，好像没什么食欲也很乏力，请问：孩童中耳炎流黄水怎样医治。,在治疗上的话一般建议遵医嘱给孩子吃点消炎的药物，也可局部用药，比如给宝宝采取使用消炎类型的滴耳剂，也可以根据孩子的情况给点镇痛药，尤其是耳朵痛剧烈的时候，可帮助缓解痛苦，孩子要是伴随着发烧的情况，家长可以给孩子服用一些有退烧作用的药物严重的话则应尽早就医，出现多次急性严重，或是已出现耳膜穿孔的，要及时的进行手术治疗，最后，希望家长能够重视这一疾病，尽早带孩子就医治疗，平时也要注意做好相关的预防和保健工作。,"
如果孩子得了中耳炎的话，首先可以用点对症的抗生素药物，也可以配合一些局部治疗的方法，比如消炎型的滴耳剂，症状如果是以耳痛为主的，可考虑给点镇痛类的药物，孩子要是伴随着发烧的情况，家长可以给孩子服用一些有退烧作用的药物严重的话则应尽早就医，存在耳膜穿孔的情况家长可考虑可孩子使用些促进其愈合的药水，孩子如伴有听力下降的现象，病好后可去配戴助听器，以上都是比较常用的治疗方法，治疗期间还要注意给孩子做好防护工作",0.0
阴道上部发红有白色的分泌物是怎么回事，我去年结的婚，最近总是肚子小腹疼痛，尤其是来事那几天，很害怕影响生育，而且十分的怕冷，怕寒。请问阴道上部发红有白色的分泌物是怎么回事,属于感染引起的，可以服用中成药龙胆泻肝丸，三金片调理，高锰酸钾稀释液外洗，注意个人卫生，每天用清水清洗外阴，避免不良刺激。，考虑外阴炎或者阴道炎引起的症状。需要积极抗炎治疗。先化验白带常规看看。如果细菌性阴道炎服用妇科千金片和头孢菌素抗生素，另外局部使用洁尔阴清洗治疗。保妇康栓阴道用药。,"
根据你的描述属于阴道炎有关，需要增加营养补充维生素微量元素，易消化易吸收饮食，避免不良刺激。，妇科疾病的出现不仅仅会影响女人的生活，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时注意饮食的调理，清淡容易消化的食物，不可以吃辛辣刺激生冷的食物。",0.0
脑膜刺激症状的诊断是什么？,脑脊液培养+药敏试验 --脑脊液培养+药敏试验是脑脊液感染时的一种检查。脑脊液葡萄糖(CSF-Glu) --脑脊液的一种检查方法。脑脊液细胞分类计数 --脑脊液的显微镜常规检查，一般以细胞计数和白细胞分类为主。脑脊液不含红细胞，无白细胞或含极少量的白细胞。有中枢神经系统疾病时，脑脊液中的细胞数增多，白细胞升高的种类发生变化。因此做脑脊液显微镜检查可以反映疾病的不同性质。脑脊液病原体检查(CSF) --对有脑膜刺激症状、疑为神经系统感染性疾病的病人做脑脊液病原学检查具有重要意义。抗乙型脑炎病毒抗体(EPBV-AB) --急性乙型脑炎患者在发病后第七天，可产生特异性抗乙型脑炎病毒抗体IgM (EPBV-IgM)，2～3周达高峰，故检测EPBV-IgM，有助于对急性乙型脑炎的早期诊断。检查时静脉血2ml，不抗凝，分离血清或脑脊液2ml进行测定。颅脑超声检查 --1、 B型超声颅脑检查法：主要用于2岁以内囟门未闭的小儿，通过囟门作为“声窗”进行扫查。2、经颅彩色多普勒显象：经颞窗、枕窗、眶窗探查，可探及大脑动脉，根据颅内血管的流速、频宽、流向异常或音频异常等确定，应用于脑血管疾病的诊断及病因分类。尿维生素B6(VitB6) --维生素B6为人体内某些辅酶的组成成分，参与多种代谢反应，尤其是和氨基酸代谢有密切关系。维生素B6长期缺乏会导致皮肤、中枢神经系统和造血机构的损害。动物缺乏维生素B6的症状为皮炎、痉挛、贫血等。单纯的维生素B6缺乏症在人类极少见。临床上应用维生素B6制剂防治妊娠呕吐和放射病呕吐。脑脊液蛋白电泳 --脑脊液蛋白电泳主要用于多发性硬化症，神经梅毒及亚急性硬化性全脑炎等的诊断。,"
(一)诊断1.病史：发病前有无发热、头痛、呕吐、外伤等病史。2.体征：(1)脑膜刺激征阳性，即颈强直、克氏(Kernig)征及布氏(Brudzinski)征。(颈强直：病人取坐位或仰卧位，检查者用一手置于病人前额部，另一手托起病人枕部，使颈部充分后伸，如出现抵抗现象则为阳性。(克氏征：病人仰卧位，下肢伸直，检查者用左手扶住膝关节",2.1222510155108316
小孩睡觉时抽搐是癫痫吗？癫痫什么症状，感谢医生为我快速解答——该怎么样治疗和预防,"1、大复发：约占癫痫复发的50％，多在1岁左右或14—17岁之间。大复发可分四个时期：(1)先兆期：有头晕、胃部不适。(2)强直期：突然意识丧失、倒地、头后仰、肢体强直，由于隔肌痉挛，病人发出“羊羔”样吼叫，面色青紫、瞳孔散大、呼吸暂停，持续数十秒不等。(3)阵挛期：全身肌肉有节律性抽动、常咬破舌头、口吐白沫、可伴有大小便失禁，一般持续1-3分钟。(4)恢复期：一般要数十分钟才能清醒，病人对复发过程不能回忆，全身疼痛、乏力。个别病人在恢复期有狂燥、乱跑乱叫、打人毁物等情况发生。2、小复发：痴痫小复发又称失神复发，典型的表现为病人有短暂意识丧失，大多数意识完全丧失，偶尔意识障碍较浅，对周围有所了解，能听见问话，但不能回答。意识障碍短暂而频发为其特点。3、精神运动性复发：在意识障碍的背景上，常有错觉、幻觉及自动症等。因多由颞叶病变引起，故又称颞叶癫痫。发病年龄在各型癫痫中较晚，多在20岁左右首次发病。约有40％的病人发病时有先兆，感到胃部不适、幻听、幻味、眩晕、恶心、恐惧等。温馨提示应避免劳累,保证充足的睡眠,成人至少保证每天睡眠7~9小时,儿童至少8~16小时.参加适量运动,如散步、慢跑、羽毛球、网球、乒乓球等，不能参加游泳、登山、跳水等运动，也尽量不骑自行车，防止复发时摔伤，或出现交通事故;少看电视，禁止玩电子游戏。","
你好，根据你的描述，考虑是缺钙引起的，建议补充钙剂如盖中盖，多晒太阳，经常户外活动，祝你健康。  ，癫痫病患者在积极治疗之外，患者在生活中还需要注意要保持良好的心情，好的心情对疾病的恢复很有帮助，希望上述的答案可以帮助到你，谢谢！  ，癫痫病的治疗方法有很多，但是由于患者病情不同所以采取的医治方法也就不一样，因此需要患者尽快确诊，才能对症下药。祝您早日康复。  治疗癫痫病哪家医院好，建议到正规专业的癫痫病医院进行详细检查，明确病因",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello and welcome to ask a doctor service.  I read your query and here is my answer. Is it associated with fever? At what times the cough is more? If you have fever or flu like symptoms and your chest is clear on auscultation or x-ray chest, then it is most likely bronchitis for which you will need to take antibiotics.  But if there is only cough which occurs at nighttime in bed, then it is most likely due to HERD, for which you will need to raise bed end, keep a gap of at least 2 hours between meal and going to bed and may need medication. Hope I answered your query.  Feel free to ask more if you have any doubt. Thanks.","
Hi, Thanks for writing in. I can understand your anxiety about the lump in your neck. The most common cause of lumps in the neck is lymph nodes. Lymph nodes are present throughout the body and when there is an infection in the throat or ear then lymph nodes tend to swell up and become tender. They also swell due to other causes like cancer. Since you have had recent illness with fever, it is possible that this could be a lymph node swelling. Please get evaluated by a general surgeon who will examine you and may need to perform a fine needle aspiration cytology of the lump. This will tell you if it is due",2.8954187342614155
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your health concern, if I am your doctor I suggest you that such conditions are very chronic conditions. It requires a continuous follow-up with report so being in touch with me helps you. You can take low dose prednisolone, it will improve the condition immediately, but you can send me a report and treatment taken to help you out more. Ask me as a specialist question in Chat Doctor website. I am Chat Doctor, Infectious diseases specialist. Kindly come up with the problem of yours. I will be happy to answer all your future concern. Thank you, ChatDoctorInfectious disease specialist. Wish you the best health at Chat Doctor.","
Hi, Thanks for asking. Based on your clinical history and query, I would like to say that it is difficult to diagnose this without seeing the images of the knee X-ray or MRI. However, if there is pain in the knee with swelling, then possibility of knee effusion (fluid in the joint) is high. This can be due to meniscus injury or ligament injury. So, get an MRI done. Till then avoid knee injuries by using crutches if required. Take anti-inflammatory Chat Doctor. Hope it helps. Any further queries - feel free to ask. Wishing you good health. Regards.  Chat Doctor",2.2389413788319255
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi jessicagregg, It seems you have had very different results on the HIDE scan test, but you have to understand that this test is not a perfect test, and results may vary. To do surgery just based on these results, you would need to have a function (or ejection fraction) of the gallbladder below 35% AFTER the injection of cholecystokinin. The most important factor to consider before getting surgery is your symptoms. If you have typical gallbladder symptoms such as right upper qua Chat Doctor. ","
Hi and welcome to Chat Doctor . Thanks for the query. I am sorry to hear about your symptoms. If it is not related to any other medical condition or medication side effects, then this could be due to anxiety. I would recommend you to visit a psychiatrist in your area. He will be able to give you proper diagnosis and treatment. Anxiety can be treated with anti-anxiety medications as well as psychotherapy. Hope this helps you. Regards.  Chat Doctor.  D (Psychiatry)  Psychologist.  Read about anxiety here http://bit.ly/2Yx50XJ  Read about stress here http",4.211885535424711
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, There is no need to hurry. Wait for one more day to see if body is responding to medication. Also, you need to take rest. Try taking hot packs on the painful areas with each setting for up to 10 min even after doing this pain doesn't go away then you need to go and visit ER and explain to him that last 3 days. I don't have any difference in my pain and would like to be checked up again for any fracture or other injury. Hope you find this helpful. Let me know if I can assist you further. Jenis Bhagavan","
Hi, I think you have a small infection in your teeth and gums. The cause of this could be due to an abscessed tooth or periodontal disease. You need to see your dentist for an evaluation and treatment. In the meantime, you can take ibuprofen 400 mg every 6 hours to help with the pain. I hope this helps. Best wishes, Chat Doctor.  For further queries you can contact me at http://www.ChatDoctor .com/doctors/ Chat Doctor.  Regards.  Chat Doctor.  Rizwan Memon, MD, FRCPC, FAAP, F",1.953415167398826
"过敏咳嗽喉咙有痰要如何解决，发烧咳,喉咙有痰,病发时间:晚上明显化验仔细检查结果:曾经的治疗情况和效果：母亲有慢性咽喉炎也是对消炎药（头胞,阿木西林,再林）过敏,女儿也对这些消炎药过敏,每次发烧咳都很麻烦,这次发烧有一周多了给她吃了消炎药,脸色明显不好看,人无力,近来天发烧好了可是喉咙有痰,现不知该怎么办,今后类似于情况不知如何解决。","（一）行对症治疗,通畅大便,多饮水,大便很干的话可以用中成药万应胶囊,一般干的话可以用一清胶囊。（二）如果有发烫可运用抗生素（红霉素类-这个胃肠道反映大,建议用清开灵泡腾片--中成药副作用小且疗效好）,和抗病毒药（如吗啉双胍,金刚胺,病毒灵等）。（三）局部堪用1：5000呋喃西林液或复方硼砂液洗脸,杜来芬,洗必太,薄荷片或含碘片含化,或糜蛋白酶加激素和喜炎平等雾化吸进。（四）中医中药治疗：恶寒重,发烫轻,无汗,脉浮者堪用麻黄汤内服。","
根据你的叙述，你这种情况是感冒引来的，建议你口服抗病毒的药物和清肺化痰的药物救治，留意歇息。平时多喝水，多吃蔬菜水果，不要吃辛辣刺激性食物。以上是对“过敏咳喉咙有痰怎么办”这个问题的建议，期望对您有帮助，祝您健康！",0.0
不孕不育自己在家怎么检查，网上说的21步检查，不孕不育自己在家怎么检查，网上说的21步检查法可以吗？您好医生，我想咨询一下不孕不育自己在家怎么检查，网上说的21步检查法可以吗？,你好，21步排查法是指男性睾丸、精液、输精管、尿道、附睾、前列腺、射精功能障碍、性功能障碍、性激素、免疫因素；女性卵巢、子宫、输卵管、宫颈口、阴道、排卵障碍、盆腔、性激素、内分泌、免疫因素、全身性因素。主要是21步排查法具有很全面细致的检查，无论是女性还是男性都要经过数十道检查来确定自身的病情原因，这也是治疗之前最为关键的步骤。,"
你好，女性不孕的病因有：输卵管不通畅、宫颈管粘连、子宫内膜异位症、内分泌失调、免疫性因素等；男性不孕的病因有：精子数量过少、精子活动度差、精液量少、射精功能障碍等。建议您到医院做详细仔细检查明确原因，对症治疗。祝健康。除了正规治疗不孕症外，患者还需要有看重饮食方面，比如饮食清淡，防止辛辣刺激食物。与此同时患者还要留意决定一家权威医院诊病，这样才能获得良好的治疗效果。期望上述的答案可以帮助到你，谢谢。以上是对",0.0
胆道狭窄的影像学检查有些什么？,超声；增强胆道成像；胆管腔内超声；核磁共振胆胰管成像；内镜逆行胰胆管造影；超声检查；X线摄片；CT检查；胆道造影；皮肝穿刺胆管造影；磁共振胆胰管造影；斜冠位T2WI；腹部超声检查；磁共振增强CT检查；T管胆道造影术；彩色多普勒超声成像；CT平扫；X线摄影；胆道水成像；磁共振胆胰管造影联合增强CT检查；肝门部胆管声像图；MRI检查；肝功能；增强CT检查；胆道造影术；增强 CT；水成像；超声检测；磁共振胆胰管造影联合增强CT,"
CT血管成像；磁共振胰胆管造影(MRCP)；超声；MRCP；超声内镜；B超；经皮肝穿刺胆道造影(PTC)；ERCP；胆管造影；逆行胰胆管造影；腹部平片；MRI检查；CT；胆道造影；X线平片；超声造影；超声检查；超声诊断；CT检查；ERCP术；胆管造影术；超声引导下经皮肝胆道引流；胆道造影术；ERCP及MRCP；",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Dear kcpocknellwelcome to Chat Doctor.Please do a UPT (urine pregnancy test) which u can do it at home by ourself. If It's positive, then the spotting (brown discharge) which your getting is because of the implantation of the placenta in the uterus, which means there's further development of the fetus is happening in the womb. This has to be good news for you:-)If pregnancy is negative, the tablets do have these side effects because of the hormones in them. Kindly do not panic. Thank you:-)","
Hi, thank-you for providing the brief history of you. As you mentioned you have had this swelling in your right leg from 10 years. It is very important to know what is causing this swelling and how it is progressing over time. If I were your treating physician I would like to know about the size of the lump and if it has increased over the last few months or not. Also, whether there is any pain associated with it or not. Since it has been 10 years since you have noticed the lump I would recommend you to get an MRI done to rule out any soft tissue mass which can be causing this lump",1.3842502388745
