instruction,reference,generated,bleu
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi. Thanks for your query. Noted your history of more frequent urination with some yellow/green discharge in it. Intense pain in lower left abdomen, getting better with pressure. Now the pain is all over abdomen. I would advise you the following in such a situation. First send urine for tests of routine, microscopy, culture and sensitivity before antibiotic is started to get a proper reports which help in further treatment. Further, tests of blood, stool ultrasonography of the abdomen and so on. Clinical evaluation and examination by a General Surgeon to have a proper diagnosis and further proper treatment. I hope this answer helps you to get an early and proper diagnosis and treatment.","
Hi, Thanks for writing in. The symptoms of chest pain and shortness of breath suggest that you have developed an infection of your heart muscle (myocarditis). This is caused by virus or bacteria entering the heart muscle and causing inflammation. It is important to find out what has caused this infection. You need to get tested for viral infections like HIV, hepatitis B and C, and also tests for bacteria like streptococcus. In addition, you will need to get your blood pressure checked and your heart rate monitored. If the infection is due to bacteria then you will be given antibiotics. If it is due to virus then you may",1.5717830087450293
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi Vila, Thanks for trusting Chat Doctor with your query. Your problem seems to be a very rare kind of addiction.  Based on the information provided, it seems you are motivated to give up this addiction as you appear to understand the fact that it is hurting your body physically. It seems that you are struggling psychologically as well. I guess first and foremost, you should get yourself checked physically as raw rice can cause some physical issues and some problems of menstruation could be due to other unrelated/related issues. An opinion from physician or gynecologist might be helpful. Next comes the issue of addiction. I suppose one method could be to use Exposure and response prevention strategy. The basic principle would be to expose you to raw rice which will possibly induce the desire to eat it and then have someone stop you from eating it. During this process, you might experience significant restlessness and anxiety. If you are motivated enough and know relaxation techniques, try to be in this situation for approximately 90 minutes or when you feel your anxiety is wearing off without any additional help. You will realize that gradually the intensity of your craving is reducing and after sometimes start doing it yourself. You can take the help of a clinical psychologist in this process. The role of medication would be very limited. However, I believe consulting a psychiatrist to explore other psychological issues (if any) can be of further benefit. Hope this will be of some help. Best wishes, ","
Hello, Welcome to Chat Doctor.  I have gone through your query and understand your concern. As per your history it seems that you had a head injury which has caused the symptoms of headache and dizziness. You need to visit a neurologist for examination and further management. If there is any evidence of brain injury then you may need CT scan of the brain to rule out any internal bleeding or other injuries. The symptoms will be relieved with time. But if there is no improvement in symptoms then you may need treatment with anti-inflammatory medication. Hope this helps. Regards Chat Doctor.  S. Muralidhar, MD (Internal",1.1297987106247864
孕且查出丙肝孩子可以要吗，什么症状都没就是13号抽的血他们15号才做的今天才换到单子，上面HCV是阳性，我不知晓这样孩子可以要吗？,小孩传染丙肝的几率大概是4%，一般需要有打免疫球蛋白。一般来说没事儿的，不过一旦传染就是100%。丙肝没有办法实施母婴截断，但是母婴散播的几率很小，所以你不要担心，孩子出升后不要实施母乳喂养。此外，丙肝患者在治疗期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
你好！乙肝和丙肝都是通过血液、性生活以及母婴来散播的。所以如果母亲患了乙肝或者丙肝，那么在生孩子的时候就有可能会感染给孩子，但是这个几率是非常小的。建议您去医院做个详细的仔细检查，根据仔细检查结果实施决定救治方案，平时留意歇息，不要熬夜，始终保持心情舒畅，祝健康！除了服药救治丙肝外，患者还需要有看重护理方面，比如日常清淡饮食，多出外活动。与此同时患者还要留意决定一家专业医院诊病，这样才能获得良好的治疗效果。",0.0
腹部多器官联合移植的手术治疗有些什么？,腹部多器官联合移植,"
肝肾联合移植术；肝肾联合移植；腹主动脉置换；单侧下肢动脉旁路转流术；肠系膜上动脉重建术；下腔静脉重建术；单侧下肢动脉转流术；肠系膜上动脉重建；下腔静脉重建；肝肾联合移植手术；单侧下肢动脉旁路术；下腔静脉重建术；单侧下肢动脉转流；下腔静脉重建手术；肝肾联合移植手术治疗；下腔静脉重建手术治疗；肝肾联合移植手术方法；下腔静脉重建术治疗；肝肾联合",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thanks for writing to us. Unexplained bruising once in while is understandable but if occurs frequently should be investigated thoroughly since it can indicate an underlying medical condition or ailment. Many times taking medications like aspirin, ibuprofen, non-steroidal anti-inflammatory Chat Doctor.  Topical and systemic corticosteroids cause skin thinning, making one prone to bruises. So let me know have you take any ","
Hello, Welcome to Chat Doctor .com Thanks for your query. I have read your question carefully. Your symptoms of pain in your legs and arms may be due to peripheral vascular disease or varicose veins. You should consult an Interventional Radiologist for a detailed evaluation and treatment. Hope this answers your question. If you have additional questions or follow-up questions then please do not hesitate in writing to us. I will be happy to answer your questions. Wishing you good health. Take care. Regards. ",4.906356302844247
小儿雅司病的并发症,合并骨膜炎，多指性关节炎，皮损后可留下色素脱失性萎缩性瘢痕或皮肤挛缩、皲裂，晚期病例可发生长骨骨膜或骨质树胶肿性损害，引起骨质疏松，甚至形成腔隙，偶致腭穿孔或鼻骨、咽部损害，也可引起关节周围纤维瘤样结节和关节积液。可引起毁形性鼻咽炎、鼻骨炎、多发性指(趾)骨炎、手指关节炎、胫骨骨膜炎(佩刀胫)鶒。,"
本病可并发结核、梅毒、疟疾等。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Welcome to Chat Doctor .1. I would think in terms of lymph nodal enlargement after BCG, or any recent infection, fever or systemic causes.2. To clear the doubt regarding cyst or lymph node - get an ultrasound axillary region - it will give exact nature of lesion, its source and extensions.3. But personally I feel like lymph nodal enlargement - you need to monitor and a followup visit with the treating doctor.4. Follow the advice given by your doctor, he is right. Good luck. Hope it helps you. Wish you a good health. Anything to ask ? Do not hesitate. Thank you.","
Hi, dairy have gone through your question. I can understand your concern. You may have some kind of infection like typhoid or some other gastrointestinal infection.  You should go for blood culture and sensitivity test to find out the cause.  Then you should take treatment accordingly. Hope I have answered your question, if you have doubt then I will be happy to answer. Thanks for using Chat Doctor. Wish you a very good health.",4.47356059188033
右输尿馆结石伴右肾积水，右输尿馆结石伴右肾积水坐了手术治疗，两个月后拔出双j馆后两天查出右肾积水，右输尿馆上段扩张。2013，5，14日坐秘尿造影查出右肾积水，输尿馆无结石,治疗肾结石的方式方法有很多，如药物排石、溶石治疗。一般小于6mm的结石，理论上可以通过输尿管随尿液排出体外.选择大量饮水（2000ml以上）并保证尿液每日2000ml以上、适当运动、口服药物排石或溶石、体位排石治疗。,"
您好：根据你的描述考虑是输尿管狭窄引起的可能大，可以做一下输尿管镜检查确诊，再对症治疗的，注意多喝水，忌辛辣刺激性食物和油腻煎炸食物。",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.",Welcome to Chat Doctor .stabbing chest pain and numbness tingling in fingers point towards cervical spondylosis .please get cervical spine X-ray ...take neurotics as methylcobalamin .a good option is tab neurons plus .as it is prescription Chat Doctor. .maintain proper posture of neck .no more flexion please ...as you get problem when in stress so please as a precaution get BP checked and ECG done ...regards ,"
Hello, Thanks for choosing Chat Doctor for posting your query. I have gone through your question in detail and can understand what you are going through. You seem to be suffering from anxiety which is causing all these symptoms. Anxiety is an illness which needs treatment. You need to consult a psychiatrist and get yourself treated with medicines like anxiolytics and mood stabilizers. Hope I am able to answer your concerns. If you have any further query, I would be happy to help you. In future if you wish to contact me directly, you can use the below-mentioned link:bit.ly/ Chat Doctor. ",2.075232925611017
孩童中耳炎流黄水怎样医治，女宝宝3岁，刚上幼儿园，这一周，孩子说自己耳朵又痒又疼，察觉到，偶尔还会有黄色的液体流出，另外，好像没什么食欲也很乏力，请问：孩童中耳炎流黄水怎样医治。,在治疗上的话一般建议遵医嘱给孩子吃点消炎的药物，也可局部用药，比如给宝宝采取使用消炎类型的滴耳剂，也可以根据孩子的情况给点镇痛药，尤其是耳朵痛剧烈的时候，可帮助缓解痛苦，孩子要是伴随着发烧的情况，家长可以给孩子服用一些有退烧作用的药物严重的话则应尽早就医，出现多次急性严重，或是已出现耳膜穿孔的，要及时的进行手术治疗，最后，希望家长能够重视这一疾病，尽早带孩子就医治疗，平时也要注意做好相关的预防和保健工作。,"
在治疗这类疾病时可以给孩子吃一些对症的抗生素药物，服用药物的同时还可以进行一些局部治疗，如消炎类型的滴耳剂，症状如果是以耳痛为主的，可考虑给点镇痛类的药物，要是孩子伴随着发烧的情况，那么就应该酌情进行退烧，要是体温超过38.5°那么就应及时就医，以上方法都是目前治疗中耳炎比较常用的，此外要是出现耳膜穿孔的情况是需要及时的进行手术治疗的，在治疗期间要注意给孩子多补充营养，饮食则以清淡为主，还要注意多休息，避免疲劳。",0.0
阴道上部发红有白色的分泌物是怎么回事，我去年结的婚，最近总是肚子小腹疼痛，尤其是来事那几天，很害怕影响生育，而且十分的怕冷，怕寒。请问阴道上部发红有白色的分泌物是怎么回事,属于感染引起的，可以服用中成药龙胆泻肝丸，三金片调理，高锰酸钾稀释液外洗，注意个人卫生，每天用清水清洗外阴，避免不良刺激。，考虑外阴炎或者阴道炎引起的症状。需要积极抗炎治疗。先化验白带常规看看。如果细菌性阴道炎服用妇科千金片和头孢菌素抗生素，另外局部使用洁尔阴清洗治疗。保妇康栓阴道用药。,"
你好，根据你的描述，考虑是炎症引起的，一般和局部病原菌感染有关系的，可以口服阿莫灵，甲硝唑治疗试试，注意休息多喝水饮食清淡，忌辛辣刺激食物，慢慢会改善的，妇科疾病的出现不仅仅会影响妇女的生活，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下常规检查，找出病因后对症治疗，平时应该注意多喝水，注意个人卫生。",0.0
脑膜刺激症状的诊断是什么？,脑脊液培养+药敏试验 --脑脊液培养+药敏试验是脑脊液感染时的一种检查。脑脊液葡萄糖(CSF-Glu) --脑脊液的一种检查方法。脑脊液细胞分类计数 --脑脊液的显微镜常规检查，一般以细胞计数和白细胞分类为主。脑脊液不含红细胞，无白细胞或含极少量的白细胞。有中枢神经系统疾病时，脑脊液中的细胞数增多，白细胞升高的种类发生变化。因此做脑脊液显微镜检查可以反映疾病的不同性质。脑脊液病原体检查(CSF) --对有脑膜刺激症状、疑为神经系统感染性疾病的病人做脑脊液病原学检查具有重要意义。抗乙型脑炎病毒抗体(EPBV-AB) --急性乙型脑炎患者在发病后第七天，可产生特异性抗乙型脑炎病毒抗体IgM (EPBV-IgM)，2～3周达高峰，故检测EPBV-IgM，有助于对急性乙型脑炎的早期诊断。检查时静脉血2ml，不抗凝，分离血清或脑脊液2ml进行测定。颅脑超声检查 --1、 B型超声颅脑检查法：主要用于2岁以内囟门未闭的小儿，通过囟门作为“声窗”进行扫查。2、经颅彩色多普勒显象：经颞窗、枕窗、眶窗探查，可探及大脑动脉，根据颅内血管的流速、频宽、流向异常或音频异常等确定，应用于脑血管疾病的诊断及病因分类。尿维生素B6(VitB6) --维生素B6为人体内某些辅酶的组成成分，参与多种代谢反应，尤其是和氨基酸代谢有密切关系。维生素B6长期缺乏会导致皮肤、中枢神经系统和造血机构的损害。动物缺乏维生素B6的症状为皮炎、痉挛、贫血等。单纯的维生素B6缺乏症在人类极少见。临床上应用维生素B6制剂防治妊娠呕吐和放射病呕吐。脑脊液蛋白电泳 --脑脊液蛋白电泳主要用于多发性硬化症，神经梅毒及亚急性硬化性全脑炎等的诊断。,"
1.腰穿脑脊液压力增高，外观混浊。 2.细胞数增加(常>50×106/L)，以中性粒细胞为主，后期以淋巴细胞为主。 3.蛋白含量增高，糖和氯化物含量降低。 4.细菌培养可找到致病菌。 5.血常规检查：白细胞总数及中性粒细胞比例增高，红细胞沉降率加快。 6.颅脑CT或MRI检查：可见病变部位有占位性改变或脑室受压、变小等。",1.472939338203778
小孩睡觉时抽搐是癫痫吗？癫痫什么症状，感谢医生为我快速解答——该怎么样治疗和预防,"1、大复发：约占癫痫复发的50％，多在1岁左右或14—17岁之间。大复发可分四个时期：(1)先兆期：有头晕、胃部不适。(2)强直期：突然意识丧失、倒地、头后仰、肢体强直，由于隔肌痉挛，病人发出“羊羔”样吼叫，面色青紫、瞳孔散大、呼吸暂停，持续数十秒不等。(3)阵挛期：全身肌肉有节律性抽动、常咬破舌头、口吐白沫、可伴有大小便失禁，一般持续1-3分钟。(4)恢复期：一般要数十分钟才能清醒，病人对复发过程不能回忆，全身疼痛、乏力。个别病人在恢复期有狂燥、乱跑乱叫、打人毁物等情况发生。2、小复发：痴痫小复发又称失神复发，典型的表现为病人有短暂意识丧失，大多数意识完全丧失，偶尔意识障碍较浅，对周围有所了解，能听见问话，但不能回答。意识障碍短暂而频发为其特点。3、精神运动性复发：在意识障碍的背景上，常有错觉、幻觉及自动症等。因多由颞叶病变引起，故又称颞叶癫痫。发病年龄在各型癫痫中较晚，多在20岁左右首次发病。约有40％的病人发病时有先兆，感到胃部不适、幻听、幻味、眩晕、恶心、恐惧等。温馨提示应避免劳累,保证充足的睡眠,成人至少保证每天睡眠7~9小时,儿童至少8~16小时.参加适量运动,如散步、慢跑、羽毛球、网球、乒乓球等，不能参加游泳、登山、跳水等运动，也尽量不骑自行车，防止复发时摔伤，或出现交通事故;少看电视，禁止玩电子游戏。","
你好，根据你的描述，考虑是癫痫病的可能性较大，建议你最好到正规医院神经内科进行检查，明确诊断后对症治疗。平时注意休息，避免劳累，保持心情舒畅，不要熬夜，以免诱发癫痫发作。祝早日康复！",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello and welcome to ask a doctor service.  I read your query and here is my answer. Is it associated with fever? At what times the cough is more? If you have fever or flu like symptoms and your chest is clear on auscultation or x-ray chest, then it is most likely bronchitis for which you will need to take antibiotics.  But if there is only cough which occurs at nighttime in bed, then it is most likely due to HERD, for which you will need to raise bed end, keep a gap of at least 2 hours between meal and going to bed and may need medication. Hope I answered your query.  Feel free to ask more if you have any doubt. Thanks.","
Hi and welcome to Chat Doctor.  Thanks for your query. I am Chat Doctor, I understand your concern and I will try to help you as much as I can. In my opinion you should to do the following tests:1- Blood test2- Blood pressure measurement3- Heart echo4- ECG5- Kidney function tests6- Liver function tests7- Urine analysis8- Complete blood count9- TSH level and thyroxine levels10- Renal scan12- Bone density scan If all of these are normal then you should not be worried about this, but if any of them is abnormal",2.651163126687538
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your health concern, if I am your doctor I suggest you that such conditions are very chronic conditions. It requires a continuous follow-up with report so being in touch with me helps you. You can take low dose prednisolone, it will improve the condition immediately, but you can send me a report and treatment taken to help you out more. Ask me as a specialist question in Chat Doctor website. I am Chat Doctor, Infectious diseases specialist. Kindly come up with the problem of yours. I will be happy to answer all your future concern. Thank you, ChatDoctorInfectious disease specialist. Wish you the best health at Chat Doctor.","
Hi! Welcome to Chat Doctor ! As per your query you have symptoms of severe headache which is not relieved by over the counter medicines. I would suggest you to consult a neurologist for detailed evaluation and treatment. In my opinion you should get following tests done -1. MRI brain2 2. CT scan brain if needed3. Blood routine4. Blood sugar5. Blood pressure6. ECG7. Liver function test8. Renal function test9. Urine routine You can also take painkiller like ibuprofen and muscle relaxant like methocarbamol for symptomatic relief. I hope this answer will",2.374074295112727
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi jessicagregg, It seems you have had very different results on the HIDE scan test, but you have to understand that this test is not a perfect test, and results may vary. To do surgery just based on these results, you would need to have a function (or ejection fraction) of the gallbladder below 35% AFTER the injection of cholecystokinin. The most important factor to consider before getting surgery is your symptoms. If you have typical gallbladder symptoms such as right upper qua Chat Doctor. ","
Hi, Thanks for writing in. It is important to know if you have any history of fever and other symptoms before this episode. If you do not have any symptoms then there is no need to worry about the swelling. Swelling can be due to injury or infection. Since you say that you did not bump into anything, it could be an infection which might be causing the swelling. Please get yourself examined by your doctor and also get the blood tested for routine hemogram and blood sugar. You should not take any painkillers without prescription. Please do not delay in getting evaluated. Hope this helps.  Chat Doctor. ",3.3006915794241114
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, There is no need to hurry. Wait for one more day to see if body is responding to medication. Also, you need to take rest. Try taking hot packs on the painful areas with each setting for up to 10 min even after doing this pain doesn't go away then you need to go and visit ER and explain to him that last 3 days. I don't have any difference in my pain and would like to be checked up again for any fracture or other injury. Hope you find this helpful. Let me know if I can assist you further. Jenis Bhagavan","
Hi, Thanks for asking the query, I have gone through your question and understood your concern. As per your description, there is possibility of musculoskeletal injury to your foot and ankle. This may be due to direct trauma or sudden increase in activity level. You need to get an X-ray done to confirm the diagnosis. If the bones are normal then you should rest for 1-2 days and apply ice packs over the swelling. If it does not improve than you need to consult an orthopedic surgeon who will examine you and decide the treatment plan. Hope this answers your query. If you have additional questions or follow-up queries",2.7697872721560026
"过敏咳嗽喉咙有痰要如何解决，发烧咳,喉咙有痰,病发时间:晚上明显化验仔细检查结果:曾经的治疗情况和效果：母亲有慢性咽喉炎也是对消炎药（头胞,阿木西林,再林）过敏,女儿也对这些消炎药过敏,每次发烧咳都很麻烦,这次发烧有一周多了给她吃了消炎药,脸色明显不好看,人无力,近来天发烧好了可是喉咙有痰,现不知该怎么办,今后类似于情况不知如何解决。","（一）行对症治疗,通畅大便,多饮水,大便很干的话可以用中成药万应胶囊,一般干的话可以用一清胶囊。（二）如果有发烫可运用抗生素（红霉素类-这个胃肠道反映大,建议用清开灵泡腾片--中成药副作用小且疗效好）,和抗病毒药（如吗啉双胍,金刚胺,病毒灵等）。（三）局部堪用1：5000呋喃西林液或复方硼砂液洗脸,杜来芬,洗必太,薄荷片或含碘片含化,或糜蛋白酶加激素和喜炎平等雾化吸进。（四）中医中药治疗：恶寒重,发烫轻,无汗,脉浮者堪用麻黄汤内服。","
根据你叙述的情况来看，宝宝再次出现咳症状，考虑是呼吸道感染引来的，建议可以给宝宝口服利巴韦林颗粒，清肺糖浆等药物治疗，注意多喝水，清淡饮食，防止辛辣刺激性食物。如果咳症状持继不减低的话，建议带宝宝去医院做血常规和胸片仔细检查明确原因后对症治疗。以上是对“过敏咳嗽喉咙有痰要如何解决”这个问题的建议，期望对您有帮助，祝您健康！",0.0
不孕不育自己在家怎么检查，网上说的21步检查，不孕不育自己在家怎么检查，网上说的21步检查法可以吗？您好医生，我想咨询一下不孕不育自己在家怎么检查，网上说的21步检查法可以吗？,你好，21步排查法是指男性睾丸、精液、输精管、尿道、附睾、前列腺、射精功能障碍、性功能障碍、性激素、免疫因素；女性卵巢、子宫、输卵管、宫颈口、阴道、排卵障碍、盆腔、性激素、内分泌、免疫因素、全身性因素。主要是21步排查法具有很全面细致的检查，无论是女性还是男性都要经过数十道检查来确定自身的病情原因，这也是治疗之前最为关键的步骤。,"
你好，根据你所叙述的情况，一般情况下，如果女性想要怀孕的话，首先需要到医院做个优生四项的仔细检查，然后做输卵管造影的仔细检查，看如何有输卵管堵塞的情况。除了就是男方需要有做个精液常规的仔细检查，看如何有精子活力低下的情况。对于不孕不育患者来说，除了正规救治外，还需要有看重自身的护理培训，比如多留意自身私处卫生，用药期间防止性生活。",0.0
胆道狭窄的影像学检查有些什么？,超声；增强胆道成像；胆管腔内超声；核磁共振胆胰管成像；内镜逆行胰胆管造影；超声检查；X线摄片；CT检查；胆道造影；皮肝穿刺胆管造影；磁共振胆胰管造影；斜冠位T2WI；腹部超声检查；磁共振增强CT检查；T管胆道造影术；彩色多普勒超声成像；CT平扫；X线摄影；胆道水成像；磁共振胆胰管造影联合增强CT检查；肝门部胆管声像图；MRI检查；肝功能；增强CT检查；胆道造影术；增强 CT；水成像；超声检测；磁共振胆胰管造影联合增强CT,"
磁共振胰胆管造影；B超检查；核素扫描；胆道镜检查；逆行胰胆管造影；CT检查；ERCP检查；MRCP检查；超声检查；腹部X线平片；经皮肝穿刺胆道造影；腹部CT；ERCP联合MRCP；磁共振胰胆管成像；内镜逆行胰胆管造影；胆道造影；ERCP联合MRCP检查；ERCP；磁共振胆道成像；磁共振胰胆管成像技术；ERCP联合MRCP诊断；超声；ERCP",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Dear kcpocknellwelcome to Chat Doctor.Please do a UPT (urine pregnancy test) which u can do it at home by ourself. If It's positive, then the spotting (brown discharge) which your getting is because of the implantation of the placenta in the uterus, which means there's further development of the fetus is happening in the womb. This has to be good news for you:-)If pregnancy is negative, the tablets do have these side effects because of the hormones in them. Kindly do not panic. Thank you:-)","
Hello, Welcome to Chat Doctor .com I am Chat Doctor. Paul and I am an MD from India. I have gone through your query with due diligence and would like to offer my opinion as follows - You seem to be suffering from chronic bronchitis which is a condition of long standing cough with sputum production. The most common cause for this is smoking. If you are a smoker then you need to quit it as soon as possible. You can take medicines like montelukast, inhaled corticosteroids like fluticasone and budesonide combination inhaler. You can also take anti-allergic medicine",3.8064073795022377
做肿瘤筛查去哪个科,在现实生活中，癌症检测一般可以通过五种检查方式进行，血液检查就是其中之一。通常，五次肿瘤检查可以初步确定肿瘤的性质是良性还是恶性。具体诊断需要进一步的病理检查，这对预防和检测癌症至关重要。那么，我们应该去哪个部门进行癌症筛查？肿瘤筛查挂哪个科室这个要根据具体情况而定，身体哪里不舒服就去哪科室，现在血常规属于各科室常规检查。检查需要向医生详细诉说你主要担心哪方面的疾病，好侧重检查。在临床上，癌症的性质可以根据五次癌症检查的结果来判断。因此，患者的朋友有必要到医院的肿瘤科进行验血。只有这样才能诊断出癌症的性质和症状，才能及时采取有针对性的治疗措施。根据癌症检查的数据，患者的朋友也可以。可以通过手术或中药治疗。我们都知道验血是一种比较常见的癌症检测项目。五项癌症测试通常是指检测患者朋友的五种肿瘤标志物。通过测试结果，我们可以确定我们是否患有癌症。如果检测到癌症肿瘤，他们需要去医院进行适当的治疗。在检查过程中，有时单指标检测结果不能表明患者必须有肿瘤，还需要做其他检查项目。肿瘤标志物检查作为肿瘤的常规检查方法，对于确定癌症肿瘤非常重要，但对于肿瘤的诊断并不是绝对的。除了需要癌症标志物外，还需要对一些癌症患者进行检查。有时需要进行一些动态检查以避免误诊。癌症筛查还可以有效地预防癌症的发生。如果标记异常，则可能表明存在肿瘤，应通过CT和B超检查进一步诊断。通常使用五次肿瘤检查来检查癌症。通常，五项检查可以确定肿瘤的性质是良性还是恶性。根据检查结果，我们可以及时采取有效的治疗方案。肿瘤患者一般可以用中药调节，这样可以提高自身免疫力，防止癌症的发生。,"
肿瘤筛查，建议到医院的肿瘤科进行检查。肿瘤筛查是针对癌症的早期发现和预防的一种检测方法。肿瘤筛查可以分为两大类：一类是高危人群的筛查，如乳腺癌、宫颈癌、大肠癌等；另一类是对有症状的人群进行诊断性检查，如肝炎病毒感染者，肝硬化患者，以及长期接触致癌物质的职业病患者。目前，我国对肿瘤的筛查还缺乏统一的标准。一般情况下，体检时，医生会根据年龄、性别、职业、家族史等因素，推荐一些必要的筛查项目。比如，男性50岁以后",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thanks for writing to us. Moxikind 625 is quite safe (pregnancy category B) while you are trying to conceive and during pregnancy also. It has no harmful effect on growing fetus. Therefore, you wouldn't be worried mucChatDoctormon side effects include: Diarrhea, nausea, vomiting, indigestion, stomach inflammation, skin rash, dizziness etc. Do periodic checkup to your doctor and get recover soon. Good luck.","
Hi, Thanks for asking the query, I went through your question and can understand your concern. As per the history of pain in the chest area with shortness of breath, this seems to be due to musculoskeletal cause or may be due to pleurisy. If there is any history of smoking then it can be due to bronchitis as well. I would suggest you to get done ECG, X-ray chest and echocardiography. If all these are normal then no need to worry about heart related problem. Hope this will help you to plan further treatment. Thanks.  Chat Doctor.  S. D.,",1.9896127141717723
玻璃体液化的治愈率是多少？,0%,"
10%以上；85%以上；70%以上；65%以上；60%以上；52%以上；48%以上；43%以上；42%以上；39%以上；36%以上；34%以上；32%以上；30%以上；30%以上；30%以上；25%以上；20%以上；16%以上；15%以上；15%以上；12%以上；11%以上；10%以上；10%以上；10%",0.7002773917100699
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, dairy have gone through your question. I can understand your concern. You may have epidermal cyst, enlarged lymph node or salivary gland enlargement due to siledenitis or other cause.  You should go for fine needle aspiration cytology or biopsy of that lump. It will give you exact diagnosis. Then you should take treatment accordingly. Hope I have answered your question, if you have doubt then I will be happy to answer. Thanks for using Chat Doctor. Wish you a very good health.","
Hello, I have gone through your query. Thanks for using Chat Doctor. Your symptoms suggest that you might be suffering from anxiety disorder. Anxiety is a common mental health problem and it can cause physical symptoms like headache, palpitations, tremors etc. It is not uncommon to feel nervousness before an important interview or performance. But if these symptoms persist even when there is no specific situation then one should visit a psychiatrist for evaluation. He may advise you some anti-anxiety medicine along with counseling. You may need to take medicine for long period of time to get relief. You can also try some simple breathing exercises which will help you in relaxing",10.31222276885002
霉菌性阴道炎性生活吗？，我现在得了霉菌性阴道炎，现在在治疗期间，请问下在治疗期间我能和我老公做性生活吗？？？？？？？？？？,本病也可以经过性接触传染，男性表现为霉菌性龟头炎，女性念珠菌性阴道炎又称霉菌性阴道炎，是常见的妇科疾病。您可以用您女朋友的外洗药物洗生殖器部位。祝您健康！,"
你好，霉菌性阴道炎是由于真菌感染导致的阴道炎症，可以引起白带增多、外阴瘙痒、灼热感等症状。在治疗期间最好不要同房，以免加重病情或交叉感染。建议你积极治疗，不要自行用药，最好到医院检查一下，在医生指导下用药。平时要注意个人卫生，勤换内裤，保持外阴清洁干燥。祝健康！",0.0
多发性硬化症有什么治疗方法，我的爷爷，最近不舒服，仔细检查多发性硬化症，妈妈打电话问我多发性硬化症治疗方法，我也不知晓，您好多发性硬化症治疗方法？,"多发性硬化症要确保适当卧床歇息,防止过度疲劳,增加传染,努力争取最大限度的恢复从最初或继续恶化的疾病,动用可能会康复措施(如拉带、轮椅、滑索、电梯,等)尽可能延后疾病的卧床休息时间,细心护理,动用压力床垫,硅胶床垫和其他特殊仪器,以防褥疮在卧床歇息。","
你好，根据你描述的情况来看：多发性硬化症是中枢神经系统的一种炎症性疾病，主要表现为视力障碍、共济失调、感觉异常、精神改变等。建议到正规医院神经内科复诊，做头部MRI、脑脊液等相关检查明确确诊后，在医生指导下用药治疗。平时留意歇息，防止操劳和受寒，始终保持心情舒畅，饮食宜清淡易消化，忌食辛辣刺激食物。祝早日康复！以上是对“多发性硬化症有什么治疗方法”这个问题的建议，期望对您有帮助，祝您健康！",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, dairy have gone through your question. I can understand your concern.  The has history of stomach cancer.  However, she might have some infection.  Her platelet count may be low, and it leads to red spots.  She should go for complete blood count with platelet count.  It will give you exact diagnosis. Then you should take treatment accordingly. Hope I have answered your question, if you have doubt then I will be happy to answer. Thanks for using Chat Doctor. Wish you a very good health.","
Hello and welcome to Chat Doctor. As a Urologist, I can understand your concern. The most common cause of painful urination is infection, which is called cystitis. Other causes are urethritis (infection of the tube through which urine passes from bladder) or prostatitis. You should get following tests done :1. Urine routine and culture.2. Blood routine, creatinine and uric acid.3. Ultrasound-KUB. If report comes back positive, then you will require antibiotics for at least 10 days. Also, take plenty of water and do not suppress the urge to pass urine",8.327400515356354
