instruction,reference,generated,meteor
"If you are a doctor, please answer the medical questions based on the patient's description.","Though top I is very specific for cardiac disease yet if coronary angiogram is normal, it was not a heart attack some other condition associated with increase in levels of troponin are-primary pulmonary hypertension, pulmonary embolism, and acute exacerbations of chronic obstructive pulmonary disease (COPD), right ventricular strain with increased wall tension and ischemia. These condition can cause chest pain and increased troops.don't worry if Anglo is normal it's not cardiac","
Hello and welcome to Chat Doctor. Thanks for your query. I understand your concerns and would try to help you as much as I can. This sounds like allergic rhinitis, which is very common in people with asthma. Allergies often worsen asthma symptoms, so it would be important to treat this first. You should consult an allergist for skin testing and specific treatment. If this does not improve your symptoms, then a course of oral steroids may be needed to control the allergy symptoms.  Hope this helps you. Best wishes.  Chat Doctor.  R. M. Patel, MD, DCH, FRCPC",0.10854816824966079
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi welcome to Chat Doctor..... Your mother having asthma, pulmonary fibrosis and emphysema like conditions ... So having both obstructive and restrictive lung disease. ... So survival chances very less .... Bronchodilator and steroid like treatment needed for these ..... Oxygen therapy also needed. .... Pulmonary rehabilitation will be useful ... Lung transplantation if feasible is ultimate treatment for COPD but here its utility seems less .... Keep exposure to smoking, dust, pollen etc. very less .... Consult pulmonologist for this. Take care ... Regular clinical follow up needed .","
Hello and welcome to Chat Doctor. As a Urologist, I can understand your concern. You need to get yourself examined by a Urologist. In my opinion, this is related to chronic cystitis. It may be due to urinary tract infection or stone in ureter. So, you need to get following tests done :1. Urine routine and culture.2. Ultrasound-KUB.3. CT scan of abdomen if needed. Till then, you should take plenty of water and avoid spicy food. Avoid sex till diagnosis. Hope I have answered your query. If you have any further question, you may",0.11615044247787612
"If you are a doctor, please answer the medical questions based on the patient's description.","Dear Sir, Shaking that your noticed probably is due to high fever also called as chills & rigors. However, a child can have febrile seizures, try to keep her temperature down to normal limit. You may give here paracetamol for high fever under your doctors' guidance. Also, you can do cold sponging. In case you notice apart from shaking, teeth hindering, tongue bite, frothing, unrolling of eyes, rush her to ER, that is a seizure. Consult your doctor for appropriate treatment for the cause of fever. Wish her good health","
Hi! Welcome to Chat Doctor! I have gone through your query and understand your concern. If I were your physician, I would first like to know if there is any history of trauma or injury to the foot, or any previous infection. It will be good to get an x-ray done to rule out any bone abnormality. Other than that, it would be good to get a culture sensitivity test done to find out what kind of bacteria is causing this infection. In my opinion, you need not worry too much about this. As long as you are taking the antibiotics and the pain is subsiding, you should not worry about this.",0.14642082429501083
重度痔病的并发症是什么？,肛门剧烈疼痛；肛门坠胀感；里急后重感；尿潴留,"
肛门失禁；肛门狭窄；血栓性外痔；肛瘘；脱垂性外痔；血栓性内痔；混合痔；内痔出血；直肠脱垂；肛周脓肿；肛乳头肥大；肛裂；直肠前突；直肠粘膜内脱垂；直肠炎；肛管炎；肛周湿疹；肛窦炎；肛隐窝炎；肛乳头瘤；肛乳头纤维瘤；肛门囊肿；肛门腺癌；肛门周围脓肿；肛门瘙痒症；肛门溃疡；",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello Rohan;welcome to Chat Doctor Psoriasis is an autoimmune disease and there is limited treatment available which you can get prescribed by a Dermatologist and your condition should improve. As for the big swelling from which yellow color discharge is probably pus coming out, and it may be some infected abscess or a boil for which you should take some antibiotic. Please consult a doctor near your residence or visit a hospital and the doctor will prescribe antibiotic after examination.Don't worry it could be an infection and not a cancer. Take care. Thanks","
Hi... I understand your concern. First be reassured that your child is not having any infection and also not having any allergic conditions. What I feel is that this could be just normal irritation of the skin due to the friction of the bedsheet or clothing against the skin. The skin over itchy when it is irritated. You can apply a thick moisturizer like Eucerin or Cetaphil all over the body including the face twice daily. This will help control the itching and also prevent further irritation. Regards -  Chat Doctor.  Hope I have answered your query. Let me know if I can assist you further. Take",0.16363417718782425
急性消化系统症状的推荐药有些什么？,碱式水杨酸铋；复方二甲基硅油咀嚼片；铝碳酸镁片,"
奥美拉唑；奥美拉唑联合阿莫西林；埃索美拉唑；泮托拉唑；雷贝拉唑；埃索美拉唑镁肠溶片；奥美拉唑肠溶胶囊；奥美拉唑镁肠溶片；奥美拉唑肠溶片；泮托拉唑钠；奥美拉唑联合雷贝拉唑；雷贝拉唑钠肠溶片；奥美拉唑钠肠溶片；奥美拉唑联合雷贝拉唑钠肠溶片；奥美拉唑联合雷贝拉唑钠；奥美拉",0.0
大便1天多次怎么回事，早上起床，大便3次，间隔时间10分钟，有时稀有时硬。白天没有，晚上也正常。 , 您好，可能是慢性肠炎的症状。可以服用黄连素，元胡止痛片，胃肠灵治疗，或者肌肉注射阿托品，必要时输液输血或吸氧。宜少量多餐，补充多种维生素。勿食生、冷、油腻及多纤维素的食物。适当进行体育锻炼以增强体质。，除此之外，患者在治疗消化内科疾病期间，除了要及时治疗外，患者的饮食状况和心理状态也是尤为重要，患者一定要避免精神上过度的紧张和忧虑，以免对消化内科疾病的恢复造成了不必要的影响。,"
你好，这种情况有可能是消化不良引起的，建议你可以服用整肠生和思密达进行治疗看看，平时注意饮食的调理，少吃油腻刺激性食物，多吃蔬菜水果，多喝水，加强身体锻炼，慢慢会改善的。祝你健康，除此之外，患者在治疗便秘期间，除了要马上治疗外，患者的饮食状况和心理状态也是至关重要，患者一定要避免精神上过度的紧张和忧虑，以免对便秘的恢复造成了不必要的影响。希望上述的答案可以帮助到您，谢谢。  回复更多健康问题，欢迎关注有问必答网（http://www.ha",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi. Thanks for your query. Noted your history of more frequent urination with some yellow/green discharge in it. Intense pain in lower left abdomen, getting better with pressure. Now the pain is all over abdomen. I would advise you the following in such a situation. First send urine for tests of routine, microscopy, culture and sensitivity before antibiotic is started to get a proper reports which help in further treatment. Further, tests of blood, stool ultrasonography of the abdomen and so on. Clinical evaluation and examination by a General Surgeon to have a proper diagnosis and further proper treatment. I hope this answer helps you to get an early and proper diagnosis and treatment.","
Hi, Welcome to Chat Doctor .com I am Chat Doctor. Mariano Into Bruno Mascaras. I have gone through your query with diligence and would like you to know that I am here to help you.  Your symptoms may be related to urinary tract infection or kidney stone. You should get following tests done:1) Urine routine and culture2) Blood routine3) Renal function test4) Ultrasound of abdomen Hope this clears things out for you. Should you have any further queries, I remain available to answer them. Regards.  Chat Doctor. Mariano Into Bruno Mascaras MD - Dermatology MD -",0.14214679494108748
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi Vila, Thanks for trusting Chat Doctor with your query. Your problem seems to be a very rare kind of addiction.  Based on the information provided, it seems you are motivated to give up this addiction as you appear to understand the fact that it is hurting your body physically. It seems that you are struggling psychologically as well. I guess first and foremost, you should get yourself checked physically as raw rice can cause some physical issues and some problems of menstruation could be due to other unrelated/related issues. An opinion from physician or gynecologist might be helpful. Next comes the issue of addiction. I suppose one method could be to use Exposure and response prevention strategy. The basic principle would be to expose you to raw rice which will possibly induce the desire to eat it and then have someone stop you from eating it. During this process, you might experience significant restlessness and anxiety. If you are motivated enough and know relaxation techniques, try to be in this situation for approximately 90 minutes or when you feel your anxiety is wearing off without any additional help. You will realize that gradually the intensity of your craving is reducing and after sometimes start doing it yourself. You can take the help of a clinical psychologist in this process. The role of medication would be very limited. However, I believe consulting a psychiatrist to explore other psychological issues (if any) can be of further benefit. Hope this will be of some help. Best wishes, ","
Hello! Welcome on Chat Doctor ! Regarding your concern, I would explain that your symptoms could be related to chronic sinusitis or bronchitis. A chest X-ray and a nasal endoscopy should be performed in order to clarify the diagnosis. Meanwhile, I recommend starting a broad-spectrum antibiotic coverage (amoxicillin-clavulanate) and a mucolytic agent. You should also avoid alcohol and smoking. Hope you will find this answer helpful! Kind regards,  Chat Doctor.  N. B. Please don't hesitate to ask again if you have any further questions or concerns. Best wishes!  Dr. N.",0.09014675052410903
孕且查出丙肝孩子可以要吗，什么症状都没就是13号抽的血他们15号才做的今天才换到单子，上面HCV是阳性，我不知晓这样孩子可以要吗？,小孩传染丙肝的几率大概是4%，一般需要有打免疫球蛋白。一般来说没事儿的，不过一旦传染就是100%。丙肝没有办法实施母婴截断，但是母婴散播的几率很小，所以你不要担心，孩子出升后不要实施母乳喂养。此外，丙肝患者在治疗期间，患者的饮食状况和护理也是很关键的，患者一定要消化维生素，预防工作闹肚子，并且清淡饮食，以免引发不必要的伤害。,"
丙肝患者怀孕后传染给孩子的几率是40%，所以如果想生下健康的孩子，可以在医生指导下实施抗病毒治疗。建议你不要担心，积极互相配合救治，病情稳定后再考虑怀上。以上是对“孕且查出丙肝孩子可以要吗”这个问题的建议，期望对您有帮助，祝您健康！
以上是对“孕且查出丙肝孩子可以要吗”这个问题的建议，期望对您有帮助，祝您健康！丙肝这种疾病不易康复。患者朋友理应始终保持乐观的心态，用积极的心态去直面它，只有这样才能",0.0
腹部多器官联合移植的手术治疗有些什么？,腹部多器官联合移植,"
腹腔镜下脾脏切除；肾移植术；肝移植术；胰腺移植术；脾脏切除；胰十二指肠切除术；胰头切除；胰腺移植；胰体尾切除；腹腔镜下脾脏摘除；胰腺部分切除术；胰腺全切术；胰腺移植手术；胰腺部分切除；胰体尾部切除；胰腺部分切除及胰管空肠吻合术；胰腺移植术；胰体尾部切除术；胰腺全切；胰腺移植手术治疗；胰体尾切除术；胰腺移植术",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thanks for writing to us. Unexplained bruising once in while is understandable but if occurs frequently should be investigated thoroughly since it can indicate an underlying medical condition or ailment. Many times taking medications like aspirin, ibuprofen, non-steroidal anti-inflammatory Chat Doctor.  Topical and systemic corticosteroids cause skin thinning, making one prone to bruises. So let me know have you take any ","
Hi, Thanks for your query. After going through your query I came to know that you are suffering from chronic backache. Backache is of two types acute and chronic. Acute back pain is short lived and chronic back pain is long standing. Chronic back pain can be due to muscle strain or disc prolapse etc. You need an MRI of thoracolumbar spine to rule out any organic cause of backache. Treatment of backache is rest in bed with painkiller like Diclofenac three times a day after meals and muscle relaxant like Levetiracetam thrice daily. Physiotherapy like ultrasound and",0.2015755489187545
小儿雅司病的并发症,合并骨膜炎，多指性关节炎，皮损后可留下色素脱失性萎缩性瘢痕或皮肤挛缩、皲裂，晚期病例可发生长骨骨膜或骨质树胶肿性损害，引起骨质疏松，甚至形成腔隙，偶致腭穿孔或鼻骨、咽部损害，也可引起关节周围纤维瘤样结节和关节积液。可引起毁形性鼻咽炎、鼻骨炎、多发性指(趾)骨炎、手指关节炎、胫骨骨膜炎(佩刀胫)鶒。,"
本病主要发生于儿童，故又称小儿雅司病。但成人亦可发病。在流行区1～2岁儿童发病最多。本病常与梅毒、麻风等疾病并发，如梅毒和麻风合并感染，可使病情加重。此外，尚有并发结核、骨髓炎、淋巴结炎、肺炎、脑膜炎、肾炎、肝炎及败血症等。有时还可并发心肌炎、心内膜炎、关节炎、关节强直、脊柱后凸畸形等。由于本病多发生在儿童期，故常遗留",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Welcome to Chat Doctor .1. I would think in terms of lymph nodal enlargement after BCG, or any recent infection, fever or systemic causes.2. To clear the doubt regarding cyst or lymph node - get an ultrasound axillary region - it will give exact nature of lesion, its source and extensions.3. But personally I feel like lymph nodal enlargement - you need to monitor and a followup visit with the treating doctor.4. Follow the advice given by your doctor, he is right. Good luck. Hope it helps you. Wish you a good health. Anything to ask ? Do not hesitate. Thank you.","
Hello! Welcome to Chat Doctor! I understand your concern and would like to explain things in detail. The symptoms of chest pain with coughing and vomiting could be due to heart attack or lung infection. You need to get checked up for these conditions as soon as possible. If the pain is severe and sudden then it may be a heart attack. But if the pain is mild and gradually increasing then it may be due to lung infection. So better to get examined by a physician and do an ECG, X-ray chest and blood tests. Hope this helps you. Wishing you good health. Regards! Chat Doctor.  Chat Doctor.",0.2452407447886652
右输尿馆结石伴右肾积水，右输尿馆结石伴右肾积水坐了手术治疗，两个月后拔出双j馆后两天查出右肾积水，右输尿馆上段扩张。2013，5，14日坐秘尿造影查出右肾积水，输尿馆无结石,治疗肾结石的方式方法有很多，如药物排石、溶石治疗。一般小于6mm的结石，理论上可以通过输尿管随尿液排出体外.选择大量饮水（2000ml以上）并保证尿液每日2000ml以上、适当运动、口服药物排石或溶石、体位排石治疗。,"
你好，这种情况建议你去当地正规医院检查一下泌尿系统B超，看看是否有结石残留或者有新的结石形成，如果没有可以不用管它，如果有需要及时处理，以免引起肾功能不全等严重后果。平时多喝水，勤排尿，多吃些水果蔬菜，少吃辛辣刺激性食物，保持心情舒畅，注意休息，避免劳累，祝您健康！
意见建议：  没有症状的话不需要特殊治疗，定期复查即可，如果有腰痛、血尿等症状的话需要及时去医院就诊。平时注意饮食清淡，忌辛辣刺激性食物，避免过度劳累，",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.",Welcome to Chat Doctor .stabbing chest pain and numbness tingling in fingers point towards cervical spondylosis .please get cervical spine X-ray ...take neurotics as methylcobalamin .a good option is tab neurons plus .as it is prescription Chat Doctor. .maintain proper posture of neck .no more flexion please ...as you get problem when in stress so please as a precaution get BP checked and ECG done ...regards ,"
Hi, Thanks for your query. After going through your query I came to know that you are suffering from bronchitis. Treatment of bronchitis is antibiotics (as per sensitivity report), inhaled bronchodilators and antihistamine Chat Doctor. You will get relief within 4-5 days of treatment. Avoid smoking and pollution as these two are main cause for worsening of bronchitis. I do hope that you have found something helpful, and I will be glad to answer any further query. Take care.  Regards.  S. Ramaiah MD (Medicine) DM (Respiatory Medicine) Senior",0.12309982644084026
孩童中耳炎流黄水怎样医治，女宝宝3岁，刚上幼儿园，这一周，孩子说自己耳朵又痒又疼，察觉到，偶尔还会有黄色的液体流出，另外，好像没什么食欲也很乏力，请问：孩童中耳炎流黄水怎样医治。,在治疗上的话一般建议遵医嘱给孩子吃点消炎的药物，也可局部用药，比如给宝宝采取使用消炎类型的滴耳剂，也可以根据孩子的情况给点镇痛药，尤其是耳朵痛剧烈的时候，可帮助缓解痛苦，孩子要是伴随着发烧的情况，家长可以给孩子服用一些有退烧作用的药物严重的话则应尽早就医，出现多次急性严重，或是已出现耳膜穿孔的，要及时的进行手术治疗，最后，希望家长能够重视这一疾病，尽早带孩子就医治疗，平时也要注意做好相关的预防和保健工作。,"
如果孩子得了中耳炎可对症的使用抗炎药，可以局部药物治疗，可以选择消炎类型的滴耳剂，孩子如果耳朵比较疼的话也适量情给一些镇痛的药物，要是伴随发高烧的情况，那么根据孩子的症状使用药物，严重的情况请尽快去医院进行救治，以上都是比较常用的治疗方法，但是如果孩子出现了耳膜穿孔的症状，需要及时的去医院进行手术治疗，病情好转后建议带孩子适当运动，提高免疫力，以防止再次病发。祝愿患者早日康复！",0.0
阴道上部发红有白色的分泌物是怎么回事，我去年结的婚，最近总是肚子小腹疼痛，尤其是来事那几天，很害怕影响生育，而且十分的怕冷，怕寒。请问阴道上部发红有白色的分泌物是怎么回事,属于感染引起的，可以服用中成药龙胆泻肝丸，三金片调理，高锰酸钾稀释液外洗，注意个人卫生，每天用清水清洗外阴，避免不良刺激。，考虑外阴炎或者阴道炎引起的症状。需要积极抗炎治疗。先化验白带常规看看。如果细菌性阴道炎服用妇科千金片和头孢菌素抗生素，另外局部使用洁尔阴清洗治疗。保妇康栓阴道用药。,"
你好，你的情况考虑为阴道炎的可能，主要表现为白带增多及外阴瘙痒的情况，可以做白带常规检查帮助诊断，然后根据具体的类型采用药物进行塞阴道治疗，治疗期间禁性生活，注意会阴部的卫生，不吃辛辣刺激性的食物。，妇科疾病的出现不仅仅会影响患者的身体，还会导致妇科疾病的出现，因此，最好去医院的妇科做一下B超检查，找出病因后对症治疗，平时应该注意多喝水，注意个人卫生。rale=1;document.write(""();"")rale=1;document.write(""();"")rale=1;document",0.0
脑膜刺激症状的诊断是什么？,脑脊液培养+药敏试验 --脑脊液培养+药敏试验是脑脊液感染时的一种检查。脑脊液葡萄糖(CSF-Glu) --脑脊液的一种检查方法。脑脊液细胞分类计数 --脑脊液的显微镜常规检查，一般以细胞计数和白细胞分类为主。脑脊液不含红细胞，无白细胞或含极少量的白细胞。有中枢神经系统疾病时，脑脊液中的细胞数增多，白细胞升高的种类发生变化。因此做脑脊液显微镜检查可以反映疾病的不同性质。脑脊液病原体检查(CSF) --对有脑膜刺激症状、疑为神经系统感染性疾病的病人做脑脊液病原学检查具有重要意义。抗乙型脑炎病毒抗体(EPBV-AB) --急性乙型脑炎患者在发病后第七天，可产生特异性抗乙型脑炎病毒抗体IgM (EPBV-IgM)，2～3周达高峰，故检测EPBV-IgM，有助于对急性乙型脑炎的早期诊断。检查时静脉血2ml，不抗凝，分离血清或脑脊液2ml进行测定。颅脑超声检查 --1、 B型超声颅脑检查法：主要用于2岁以内囟门未闭的小儿，通过囟门作为“声窗”进行扫查。2、经颅彩色多普勒显象：经颞窗、枕窗、眶窗探查，可探及大脑动脉，根据颅内血管的流速、频宽、流向异常或音频异常等确定，应用于脑血管疾病的诊断及病因分类。尿维生素B6(VitB6) --维生素B6为人体内某些辅酶的组成成分，参与多种代谢反应，尤其是和氨基酸代谢有密切关系。维生素B6长期缺乏会导致皮肤、中枢神经系统和造血机构的损害。动物缺乏维生素B6的症状为皮炎、痉挛、贫血等。单纯的维生素B6缺乏症在人类极少见。临床上应用维生素B6制剂防治妊娠呕吐和放射病呕吐。脑脊液蛋白电泳 --脑脊液蛋白电泳主要用于多发性硬化症，神经梅毒及亚急性硬化性全脑炎等的诊断。,"
1、体格检查：颈强直、克氏征阳性、布氏征阳性。2、实验室检查：血常规，腰穿，脑脊液化验。3、辅助检查：头颅CT或MRI，经颅多普勒超声等。4、鉴别诊断：(一)蛛网膜下腔出血：常有高血压病史，发病急骤，头痛剧烈，呕吐频繁，脑膜刺激征明显，腰椎穿刺压力增高，脑脊液呈均匀一致的血性，CT扫描可见脑底池和蛛网膜下腔内高密度出血影",0.0
小孩睡觉时抽搐是癫痫吗？癫痫什么症状，感谢医生为我快速解答——该怎么样治疗和预防,"1、大复发：约占癫痫复发的50％，多在1岁左右或14—17岁之间。大复发可分四个时期：(1)先兆期：有头晕、胃部不适。(2)强直期：突然意识丧失、倒地、头后仰、肢体强直，由于隔肌痉挛，病人发出“羊羔”样吼叫，面色青紫、瞳孔散大、呼吸暂停，持续数十秒不等。(3)阵挛期：全身肌肉有节律性抽动、常咬破舌头、口吐白沫、可伴有大小便失禁，一般持续1-3分钟。(4)恢复期：一般要数十分钟才能清醒，病人对复发过程不能回忆，全身疼痛、乏力。个别病人在恢复期有狂燥、乱跑乱叫、打人毁物等情况发生。2、小复发：痴痫小复发又称失神复发，典型的表现为病人有短暂意识丧失，大多数意识完全丧失，偶尔意识障碍较浅，对周围有所了解，能听见问话，但不能回答。意识障碍短暂而频发为其特点。3、精神运动性复发：在意识障碍的背景上，常有错觉、幻觉及自动症等。因多由颞叶病变引起，故又称颞叶癫痫。发病年龄在各型癫痫中较晚，多在20岁左右首次发病。约有40％的病人发病时有先兆，感到胃部不适、幻听、幻味、眩晕、恶心、恐惧等。温馨提示应避免劳累,保证充足的睡眠,成人至少保证每天睡眠7~9小时,儿童至少8~16小时.参加适量运动,如散步、慢跑、羽毛球、网球、乒乓球等，不能参加游泳、登山、跳水等运动，也尽量不骑自行车，防止复发时摔伤，或出现交通事故;少看电视，禁止玩电子游戏。","
您好！小儿癫痫是儿童时期常见的神经系统疾病。由于各种原因导致的脑损伤，大脑神经元异常放电而出现的反复发作的、短暂的、突然发生的意识障碍、运动障碍、感觉障碍、精神障碍等。
意见建议：你好，目前癫痫的治疗方法有很多，药物治疗是最常用的，但只能控制不能根治，手术治疗效果不错，但是有一定的风险，建议采用中西医结合的治疗方法，中药补益心肾、涤痰熄风、活血化淤、软坚散结，标本兼治，可以达到很好的治疗效果。以上是对“小孩睡觉时抽",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello and welcome to ask a doctor service.  I read your query and here is my answer. Is it associated with fever? At what times the cough is more? If you have fever or flu like symptoms and your chest is clear on auscultation or x-ray chest, then it is most likely bronchitis for which you will need to take antibiotics.  But if there is only cough which occurs at nighttime in bed, then it is most likely due to HERD, for which you will need to raise bed end, keep a gap of at least 2 hours between meal and going to bed and may need medication. Hope I answered your query.  Feel free to ask more if you have any doubt. Thanks.","
Hi, Thanks for asking. Based on your query, my opinion is as follows:1. You need to get an MRI brain done first.2. If there is any mass in brain, then surgical removal is necessary.3. If there is no mass and only nerve compression, then treatment of underlying cause will help.4. Avoid strenuous activities till further evaluation.5. Get an electrocardiogram done if not done recently. Hope it helps. Any further queries, happy to help again. Regards Chat Doctor.  S. Muralidhar, MD (Pediatrics) Pediatric Neurologist.  Editor - Child",0.14103272208476678
"If you are a doctor, please answer the medical questions based on the patient's description.","Hello, Thank you for your contact to Chat Doctor. I understand your health concern, if I am your doctor I suggest you that such conditions are very chronic conditions. It requires a continuous follow-up with report so being in touch with me helps you. You can take low dose prednisolone, it will improve the condition immediately, but you can send me a report and treatment taken to help you out more. Ask me as a specialist question in Chat Doctor website. I am Chat Doctor, Infectious diseases specialist. Kindly come up with the problem of yours. I will be happy to answer all your future concern. Thank you, ChatDoctorInfectious disease specialist. Wish you the best health at Chat Doctor.","
Hello dear, Thank you for your contact to Chat Doctor. I read and understand your concern. I am Chat Doctor answering your concern. Yes, it is possible that you can get infected with HIV through this incident. But there is no need to worry about it. The chances of getting infection are very less. I advise you to go for HIV ELISA test at 4 weeks, 8 weeks, 12 weeks and 3 months from the date of exposure. If all these tests come negative then you don't need to worry about it. This test will tell you whether you have got infected or not. Please maintain good hygiene",0.22369933163390876
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi jessicagregg, It seems you have had very different results on the HIDE scan test, but you have to understand that this test is not a perfect test, and results may vary. To do surgery just based on these results, you would need to have a function (or ejection fraction) of the gallbladder below 35% AFTER the injection of cholecystokinin. The most important factor to consider before getting surgery is your symptoms. If you have typical gallbladder symptoms such as right upper qua Chat Doctor. ","
Hello! Welcome on Chat Doctor ! I understand your concern and would like to explain that there is no specific treatment for this problem. In fact, we need to find out what is causing it and then treat the cause. For example, if you have an infection, we will give antibiotics, or if it is due to stress, we will prescribe anti-anxiety medication. The most important thing is to find out what is causing it, so I would recommend going back to your doctor for a physical examination, blood tests (complete blood count, thyroid hormone levels, etc.) and urinalysis. Hope you will find this information helpful! Kind",0.19836995058307608
"If you are a doctor, please answer the medical questions based on the patient's description.","Hi, There is no need to hurry. Wait for one more day to see if body is responding to medication. Also, you need to take rest. Try taking hot packs on the painful areas with each setting for up to 10 min even after doing this pain doesn't go away then you need to go and visit ER and explain to him that last 3 days. I don't have any difference in my pain and would like to be checked up again for any fracture or other injury. Hope you find this helpful. Let me know if I can assist you further. Jenis Bhagavan","
Hi, Welcome to Chat Doctor forum.  It seems that you are having allergic rhinitis with nasal congestion and sneezing. You need to consult an ENT surgeon for diagnosis and treatment. You may need antihistaminic and corticosteroids for which a prescription from a physician is needed. I usually prescribe my patients with such symptoms with cetirizine, montelukast, and fluticasone combination.  You may also need steam inhalation and saline nasal drops.  Wishing for a quick and complete recovery. Thank you.  Best regards, Chat Doctor.  S.  M.D.,",0.12254901960784315
"过敏咳嗽喉咙有痰要如何解决，发烧咳,喉咙有痰,病发时间:晚上明显化验仔细检查结果:曾经的治疗情况和效果：母亲有慢性咽喉炎也是对消炎药（头胞,阿木西林,再林）过敏,女儿也对这些消炎药过敏,每次发烧咳都很麻烦,这次发烧有一周多了给她吃了消炎药,脸色明显不好看,人无力,近来天发烧好了可是喉咙有痰,现不知该怎么办,今后类似于情况不知如何解决。","（一）行对症治疗,通畅大便,多饮水,大便很干的话可以用中成药万应胶囊,一般干的话可以用一清胶囊。（二）如果有发烫可运用抗生素（红霉素类-这个胃肠道反映大,建议用清开灵泡腾片--中成药副作用小且疗效好）,和抗病毒药（如吗啉双胍,金刚胺,病毒灵等）。（三）局部堪用1：5000呋喃西林液或复方硼砂液洗脸,杜来芬,洗必太,薄荷片或含碘片含化,或糜蛋白酶加激素和喜炎平等雾化吸进。（四）中医中药治疗：恶寒重,发烫轻,无汗,脉浮者堪用麻黄汤内服。","
根据您的叙述，考虑宝宝再次出现的这种情况是由于呼吸道感染引来的，需要有积极互相配合医生治疗。建议您带宝宝到正规医院儿科复诊，在医生的指导下使用抗生素、抗病毒药物以及清热解毒类的中成药治疗，多给宝宝喝水，饮食上以清淡易消化为基础，防止辛辣刺激性食物。以上是对“过敏咳嗽喉咙有痰要如何解决”这个问题的建议，期望对您有帮助，祝您健康！",0.0
不孕不育自己在家怎么检查，网上说的21步检查，不孕不育自己在家怎么检查，网上说的21步检查法可以吗？您好医生，我想咨询一下不孕不育自己在家怎么检查，网上说的21步检查法可以吗？,你好，21步排查法是指男性睾丸、精液、输精管、尿道、附睾、前列腺、射精功能障碍、性功能障碍、性激素、免疫因素；女性卵巢、子宫、输卵管、宫颈口、阴道、排卵障碍、盆腔、性激素、内分泌、免疫因素、全身性因素。主要是21步排查法具有很全面细致的检查，无论是女性还是男性都要经过数十道检查来确定自身的病情原因，这也是治疗之前最为关键的步骤。,"
不孕不育患者在日常生活中要留意个人卫生，始终保持外阴清洁干燥，防止不洁性交。如果没其他不适症状，建议您到正规医院仔细检查救治。祝健康！妇科病是一种容易病发的妇科疾病，在服药期间，女性需要有看重自身的护理，尤其是护理方面，建议患者多留意救治期间防止性生活，多留意清洁。最后期望女性患者可以获得专业的救治。以上就是对您的回答，谢谢。如果您还有其他问题，请您直接点击点击进行咨询。我们有在线医生为您解答。不孕不育是一种容易病发的妇科疾病，在服",0.0
胆道狭窄的影像学检查有些什么？,超声；增强胆道成像；胆管腔内超声；核磁共振胆胰管成像；内镜逆行胰胆管造影；超声检查；X线摄片；CT检查；胆道造影；皮肝穿刺胆管造影；磁共振胆胰管造影；斜冠位T2WI；腹部超声检查；磁共振增强CT检查；T管胆道造影术；彩色多普勒超声成像；CT平扫；X线摄影；胆道水成像；磁共振胆胰管造影联合增强CT检查；肝门部胆管声像图；MRI检查；肝功能；增强CT检查；胆道造影术；增强 CT；水成像；超声检测；磁共振胆胰管造影联合增强CT,"
超声；B超；ERCP术前胆管造影；ERCP术前胆管造影检查；ERCP检查；ERCP；MRCP；胆道造影；CT；MRCP检查；ERCP术前胆管造影检查；MRCP检查；磁共振胰胆管成像技术；胆道造影检查；MRCP联合超声；腹部彩超；腹部超声；腹部B超；MRI；胆管造影；ERCP术前胆道造影；MRCP扫描；胆道造影术；ERCP术前胆道造影术",0.0
"If you are a doctor, please answer the medical questions based on the patient's description.","Dear kcpocknellwelcome to Chat Doctor.Please do a UPT (urine pregnancy test) which u can do it at home by ourself. If It's positive, then the spotting (brown discharge) which your getting is because of the implantation of the placenta in the uterus, which means there's further development of the fetus is happening in the womb. This has to be good news for you:-)If pregnancy is negative, the tablets do have these side effects because of the hormones in them. Kindly do not panic. Thank you:-)","
Hi, Thanks for your query. I read your query and I understand your concerns. You need to be evaluated by an Orthopedic surgeon for further treatment of your knee pain. You may require arthroscopic surgery for removal of loose bodies in the knee joint. If you have arthritis then you may require knee replacement surgery later. I hope my answer will help you, take care.  Chat Doctor.  V. Subrahmanyam MD Orthopedics.  Additional information on this topic is available at the following link: http://www.chrdoctors.com/knee-pain/  Regards.  V. Subrahmany",0.14018455012243836
